AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length
GCF_008931385.1_ASM893138v1,NZ_CP042497.1,plasmid,51123,8836,5.785762789,0.407660144,14.19167351,51098,25,14.19261331,125397.6271,Leclercia adecarboxylata,E61,Pseudomonadota,Gammaproteobacteria,NA,Shower 2,Human-impacted,Leclercia,5018104,0.001760824
GCF_008931385.1_ASM893138v1,NZ_CP042498.1,plasmid,23007,2495,9.221242485,0.407660144,22.61769534,22966,41,22.61992647,56431.14988,Leclercia adecarboxylata,E61,Pseudomonadota,Gammaproteobacteria,NA,Shower 2,Human-impacted,Leclercia,5018104,0.0004972
GCF_030515405.1_ASM3051540v1,NZ_CP082075.1,chromosome,4390364,5004715,0.877245557,0.877245557,1,4388699,1665,1,5004715,Escherichia coli,MS20658,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Escherichia,5004715,1
GCF_030515405.1_ASM3051540v1,NZ_CP082076.1,plasmid,420045,72918,5.760511808,0.877245557,6.601815491,418081,1964,6.566589889,481391.182,Escherichia coli,MS20658,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Escherichia,5004715,0.014569861
GCF_016071555.1_ASM1607155v1,NZ_CP063822.1,chromosome,13875835,2200906,6.304601378,6.304601378,1,13818414,57421,1,2200906,Clostridium botulinum,1873,Terrabacteria group,Bacillota,NA,Ham,Food,Clostridium,2200906,1
GCF_016071555.1_ASM1607155v1,NZ_CP063823.1,plasmid,572703,188381,3.040131436,6.304601378,0.481998006,572363,340,0.482208351,90799.26639,Clostridium botulinum,1873,Terrabacteria group,Bacillota,NA,Ham,Food,Clostridium,2200906,0.085592479
GCF_016071555.1_ASM1607155v1,NZ_CP063824.1,plasmid,777508,106945,7.270166908,6.304601378,1.163129014,766273,11235,1.153152511,124390.8324,Clostridium botulinum,1873,Terrabacteria group,Bacillota,NA,Ham,Food,Clostridium,2200906,0.048591353
GCF_016071555.1_ASM1607155v1,NZ_CP063825.1,plasmid,289925,53505,5.418652462,6.304601378,0.859102429,289533,392,0.859475824,45966.27546,Clostridium botulinum,1873,Terrabacteria group,Bacillota,NA,Ham,Food,Clostridium,2200906,0.024310443
GCF_016071555.1_ASM1607155v1,NZ_CP063827.1,plasmid,38778,9402,4.124441608,6.304601378,0.653908608,38778,0,0.654195462,6148.048734,Clostridium botulinum,1873,Terrabacteria group,Bacillota,NA,Ham,Food,Clostridium,2200906,0.004271877
GCF_016071555.1_ASM1607155v1,NZ_CP063826.1,plasmid,152158,4134,36.80648283,6.304601378,5.835475015,152158,0,5.838034892,24123.85371,Clostridium botulinum,1873,Terrabacteria group,Bacillota,NA,Ham,Food,Clostridium,2200906,0.001878317
GCF_016071555.1_ASM1607155v1,NZ_CP063828.1,plasmid,149985,2429,61.74763277,6.304601378,9.789822889,149985,0,9.794058192,23779.4798,Clostridium botulinum,1873,Terrabacteria group,Bacillota,NA,Ham,Food,Clostridium,2200906,0.001103636
GCF_014489395.1_ASM1448939v1,NZ_CP060807.1,chromosome,5268955,5458399,0.96529312,0.96529312,1,5262509,6446,1,5458399,Klebsiella variicola,KP2757,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5458399,1
GCF_014489395.1_ASM1448939v1,NZ_CP060810.1,plasmid,1023295,346514,2.953113006,0.96529312,3.096904377,988286,35009,3.059291468,1073120.723,Klebsiella variicola,KP2757,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5458399,0.063482717
GCF_014489395.1_ASM1448939v1,NZ_CP060808.1,plasmid,182453,138721,1.315251476,0.96529312,1.381601498,176918,5535,1.362541024,191657.1415,Klebsiella variicola,KP2757,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5458399,0.025414229
GCF_014489395.1_ASM1448939v1,NZ_CP060809.1,plasmid,79767,40436,1.972672866,0.96529312,2.042687807,79767,0,2.043599841,82598.12415,Klebsiella variicola,KP2757,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5458399,0.007408033
GCF_013732395.1_ASM1373239v1,NZ_CP056321.1,chromosome,4139046,5161365,0.80192856,0.80192856,1,4108885,30161,1,5161365,Citrobacter sp. RHBSTW-00821,RHBSTW-00821,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Citrobacter,5161365,1
GCF_013732395.1_ASM1373239v1,NZ_CP056322.1,plasmid,129432,283955,0.455818704,0.80192856,0.596948285,110463,18969,0.56840313,169506.4503,Citrobacter sp. RHBSTW-00821,RHBSTW-00821,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Citrobacter,5161365,0.055015485
GCF_013732395.1_ASM1373239v1,NZ_CP056323.1,plasmid,116098,65774,1.765104753,0.80192856,2.558206248,100795,15303,2.201074811,168263.4578,Citrobacter sp. RHBSTW-00821,RHBSTW-00821,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Citrobacter,5161365,0.012743528
GCF_013732395.1_ASM1373239v1,NZ_CP056324.1,plasmid,268049,37672,7.115337651,0.80192856,8.864574608,268049,0,8.872782452,333946.2546,Citrobacter sp. RHBSTW-00821,RHBSTW-00821,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Citrobacter,5161365,0.007298844
GCF_013732395.1_ASM1373239v1,NZ_CP056325.1,plasmid,229556,22672,10.12508821,0.80192856,14.328195,216363,13193,12.62592296,324848.8371,Citrobacter sp. RHBSTW-00821,RHBSTW-00821,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Citrobacter,5161365,0.004392636
GCF_013732395.1_ASM1373239v1,NZ_CP056326.1,plasmid,41524,3490,11.89799427,0.80192856,14.82288154,41515,9,14.83672595,51731.85658,Citrobacter sp. RHBSTW-00821,RHBSTW-00821,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Citrobacter,5161365,0.000676178
GCF_013732395.1_ASM1373239v1,NZ_CP056327.1,plasmid,220674,2746,80.36198106,0.80192856,100.1178318,220674,0,100.210898,274923.5662,Citrobacter sp. RHBSTW-00821,RHBSTW-00821,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Citrobacter,5161365,0.00053203
GCF_013732395.1_ASM1373239v1,NZ_CP056328.1,plasmid,222517,2694,82.59725316,0.80192856,102.903476,222513,4,102.9982686,277221.9644,Citrobacter sp. RHBSTW-00821,RHBSTW-00821,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Citrobacter,5161365,0.000521955
GCF_032348595.1_ASM3234859v1,NZ_CP135481.1,chromosome,2583465,5313174,0.486237605,0.486237605,1,2580933,2532,1,5313174,Klebsiella pneumoniae,isolateE,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5313174,1
GCF_032348595.1_ASM3234859v1,NZ_CP135482.1,plasmid,94506,121382,0.778583315,0.486237605,1.63455808,91648,2858,1.601240438,198405.9289,Klebsiella pneumoniae,isolateE,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5313174,0.022845478
GCF_032348595.1_ASM3234859v1,NZ_CP135483.1,plasmid,28793,6141,4.688650057,0.486237605,9.639031523,28338,455,9.642713789,59193.29258,Klebsiella pneumoniae,isolateE,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5313174,0.001155806
GCF_032348595.1_ASM3234859v1,NZ_CP135484.1,plasmid,24478,5216,4.692868098,0.486237605,10.4844987,17818,6660,9.651388645,54687.14522,Klebsiella pneumoniae,isolateE,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5313174,0.000981711
GCF_032348595.1_ASM3234859v1,NZ_CP135485.1,plasmid,23964,4411,5.432781682,0.486237605,12.32365522,16935,7029,11.17310062,54359.64319,Klebsiella pneumoniae,isolateE,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5313174,0.000830201
GCF_032348595.1_ASM3234859v1,NZ_CP135486.1,plasmid,26907,4167,6.457163427,0.486237605,13.28351246,26078,829,13.27985199,55352.39644,Klebsiella pneumoniae,isolateE,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5313174,0.000784277
GCF_032348595.1_ASM3234859v1,NZ_CP135487.1,plasmid,24190,3559,6.796853049,0.486237605,13.97980184,23358,832,13.97846028,49754.11474,Klebsiella pneumoniae,isolateE,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5313174,0.000669844
GCF_009664715.1_ASM966471v1,NZ_CP045963.1,chromosome,3675758,6180270,0.594756863,0.594756863,1,3673342,2416,1,6180270,Mycobacterium intracellulare subsp. chimaera,AUSMDU00007395,Terrabacteria group,Actinomycetota,Homo sapiens,NA,Humans,Mycobacterium,6180270,1
GCF_009664715.1_ASM966471v1,NZ_CP045964.1,plasmid,93131,97268,0.957468026,0.594756863,1.617514738,92898,233,1.609847797,157332.4235,Mycobacterium intracellulare subsp. chimaera,AUSMDU00007395,Terrabacteria group,Actinomycetota,Homo sapiens,NA,Humans,Mycobacterium,6180270,0.015738471
GCF_009664715.1_ASM966471v1,NZ_CP045965.1,plasmid,52869,39887,1.325469451,0.594756863,2.249913526,52594,275,2.228590425,89742.30079,Mycobacterium intracellulare subsp. chimaera,AUSMDU00007395,Terrabacteria group,Actinomycetota,Homo sapiens,NA,Humans,Mycobacterium,6180270,0.006453925
GCF_009664715.1_ASM966471v1,NZ_CP045966.1,plasmid,46585,32137,1.449575256,0.594756863,2.436998871,46585,0,2.437256878,78317.83271,Mycobacterium intracellulare subsp. chimaera,AUSMDU00007395,Terrabacteria group,Actinomycetota,Homo sapiens,NA,Humans,Mycobacterium,6180270,0.005199935
GCF_009664715.1_ASM966471v1,NZ_CP045967.1,plasmid,23297,21123,1.102920987,0.594756863,1.854217376,23286,11,1.854406489,39166.63364,Mycobacterium intracellulare subsp. chimaera,AUSMDU00007395,Terrabacteria group,Actinomycetota,Homo sapiens,NA,Humans,Mycobacterium,6180270,0.003417812
GCF_009664715.1_ASM966471v1,NZ_CP045968.1,plasmid,18513,13458,1.375613018,0.594756863,2.312689069,18503,10,2.31289978,31124.1695,Mycobacterium intracellulare subsp. chimaera,AUSMDU00007395,Terrabacteria group,Actinomycetota,Homo sapiens,NA,Humans,Mycobacterium,6180270,0.002177575
GCF_002355455.1_ASM235545v1,NZ_AP017375.1,chromosome,6700088,5319768,1.259469962,1.259469962,1,6665489,34599,1,5319768,Stanieria sp. NIES-3757,NIES-3757,Terrabacteria group,Cyanobacteriota/Melainabacteria group,NA,soil,Earth,Stanieria,5319768,1
GCF_002355455.1_ASM235545v1,NZ_AP017376.1,plasmid,217513,143540,1.515347638,1.259469962,1.234149575,208378,9135,1.203162985,177149.83,Stanieria sp. NIES-3757,NIES-3757,Terrabacteria group,Cyanobacteriota/Melainabacteria group,NA,soil,Earth,Stanieria,5319768,0.02698238
GCF_027944935.1_ASM2794493v1,NZ_CP116176.1,chromosome,4715050,4897619,0.962722907,0.962722907,1,4704898,10152,1,4897619,Escherichia coli,DETEC-E601,Pseudomonadota,Gammaproteobacteria,NA,sink countertop,Human-impacted,Escherichia,4897619,1
GCF_027944935.1_ASM2794493v1,NZ_CP116177.1,plasmid,57279,93520,0.612478614,0.962722907,0.672086357,52409,4870,0.63619408,62853.51607,Escherichia coli,DETEC-E601,Pseudomonadota,Gammaproteobacteria,NA,sink countertop,Human-impacted,Escherichia,4897619,0.019094993
GCF_027944935.1_ASM2794493v1,NZ_CP116178.1,plasmid,45612,36682,1.243443651,0.962722907,1.290248825,45612,0,1.291590386,47328.90741,Escherichia coli,DETEC-E601,Pseudomonadota,Gammaproteobacteria,NA,sink countertop,Human-impacted,Escherichia,4897619,0.007489762
GCF_027944935.1_ASM2794493v1,NZ_CP116179.1,plasmid,34718,4045,8.582941904,0.962722907,9.002700946,33223,1495,8.915277535,36415.92533,Escherichia coli,DETEC-E601,Pseudomonadota,Gammaproteobacteria,NA,sink countertop,Human-impacted,Escherichia,4897619,0.000825912
GCF_027944935.1_ASM2794493v1,NZ_CP116180.1,plasmid,28131,3731,7.539801662,0.962722907,7.915973663,26854,1277,7.831746402,29534.49774,Escherichia coli,DETEC-E601,Pseudomonadota,Gammaproteobacteria,NA,sink countertop,Human-impacted,Escherichia,4897619,0.000761799
GCF_900622685.1_MS14387,NZ_LR130564.1,chromosome,3647550,5094870,0.71592602,0.71592602,1,3644484,3066,1,5094870,Escherichia coli,MS14387,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Escherichia,5094870,1
GCF_900622685.1_MS14387,NZ_LR130565.1,plasmid,92013,133379,0.689861223,0.71592602,0.967773811,90283,1730,0.96359289,129080.7032,Escherichia coli,MS14387,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Escherichia,5094870,0.026179078
GCF_900622685.1_MS14387,NZ_LR130566.1,plasmid,11048,4082,2.706516414,0.71592602,3.780001038,11048,0,3.780441469,15429.96424,Escherichia coli,MS14387,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Escherichia,5094870,0.000801198
GCF_014218315.1_ASM1421831v1,NZ_AP023326.1,chromosome,1963546,3743357,0.524541474,0.524541474,1,1943795,19751,1,3743357,Acetobacter aceti,JCM20276,Pseudomonadota,Alphaproteobacteria,NA,NA,Unannotated,Acetobacter,3743357,1
GCF_014218315.1_ASM1421831v1,NZ_AP023328.1,plasmid,46418,92082,0.504094177,0.524541474,0.980688699,45243,1175,0.961018721,90303.7768,Acetobacter aceti,JCM20276,Pseudomonadota,Alphaproteobacteria,NA,NA,Unannotated,Acetobacter,3743357,0.024598776
GCF_014218315.1_ASM1421831v1,NZ_AP023327.1,plasmid,26440,84396,0.31328499,0.524541474,0.633194753,23339,3101,0.597254946,53439.10441,Acetobacter aceti,JCM20276,Pseudomonadota,Alphaproteobacteria,NA,NA,Unannotated,Acetobacter,3743357,0.022545539
GCF_014218315.1_ASM1421831v1,NZ_AP023329.1,plasmid,11610,45372,0.255884687,0.524541474,0.487032872,11610,0,0.487825461,22097.65545,Acetobacter aceti,JCM20276,Pseudomonadota,Alphaproteobacteria,NA,NA,Unannotated,Acetobacter,3743357,0.012120671
GCF_014218315.1_ASM1421831v1,NZ_AP023330.1,plasmid,18895,2685,7.037243948,0.524541474,13.39372009,18895,0,13.41599147,35962.13843,Acetobacter aceti,JCM20276,Pseudomonadota,Alphaproteobacteria,NA,NA,Unannotated,Acetobacter,3743357,0.000717271
GCF_019890975.1_ASM1989097v1,NZ_CP082341.1,chromosome,770050,4226818,0.182181963,0.182181963,1,769817,233,1,4226818,Pantoea dispersa,AHKW2b,Pseudomonadota,Gammaproteobacteria,Canis lupus familiaris,NA,Livestock,Pantoea,4226818,1
GCF_019890975.1_ASM1989097v1,NZ_CP082342.1,plasmid,109326,653898,0.167191213,0.182181963,0.918805894,109199,127,0.917715512,600805.3367,Pantoea dispersa,AHKW2b,Pseudomonadota,Gammaproteobacteria,Canis lupus familiaris,NA,Livestock,Pantoea,4226818,0.15470219
GCF_019890975.1_ASM1989097v1,NZ_CP082343.1,plasmid,45459,223682,0.203230479,0.182181963,1.123838249,44892,567,1.115535675,251382.3873,Pantoea dispersa,AHKW2b,Pseudomonadota,Gammaproteobacteria,Canis lupus familiaris,NA,Livestock,Pantoea,4226818,0.052919714
GCF_019890975.1_ASM1989097v1,NZ_CP082344.1,plasmid,11825,75943,0.155708887,0.182181963,0.85456323,11789,36,0.85468882,64898.09536,Pantoea dispersa,AHKW2b,Pseudomonadota,Gammaproteobacteria,Canis lupus familiaris,NA,Livestock,Pantoea,4226818,0.017966943
GCF_019890975.1_ASM1989097v1,NZ_CP082345.1,plasmid,13391,63115,0.212168264,0.182181963,1.189631831,13007,384,1.164595336,75083.61302,Pantoea dispersa,AHKW2b,Pseudomonadota,Gammaproteobacteria,Canis lupus familiaris,NA,Livestock,Pantoea,4226818,0.014932036
GCF_020099375.1_ASM2009937v1,NZ_CP083658.1,chromosome,26754849,3211351,8.331337496,8.331337496,1,26613594,141255,1,3211351,Acinetobacter variabilis,FDAARGOS_1487,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,3211351,1
GCF_020099375.1_ASM2009937v1,NZ_CP083659.1,plasmid,733574,158619,4.624754916,8.331337496,0.559005444,715750,17824,0.555103537,88668.88454,Acinetobacter variabilis,FDAARGOS_1487,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,3211351,0.04939323
GCF_020099375.1_ASM2009937v1,NZ_CP083660.1,plasmid,647925,89812,7.214236405,8.331337496,0.876808601,620231,27694,0.865915756,78747.93404,Acinetobacter variabilis,FDAARGOS_1487,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,3211351,0.027967046
GCF_020099375.1_ASM2009937v1,NZ_CP083661.1,plasmid,449580,13872,32.40916955,8.331337496,3.969774426,441169,8411,3.89003201,55068.71084,Acinetobacter variabilis,FDAARGOS_1487,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,3211351,0.004319677
GCF_020099375.1_ASM2009937v1,NZ_CP083662.1,plasmid,754590,11089,68.04851655,8.331337496,8.161914219,754585,5,8.167778172,90507.46678,Acinetobacter variabilis,FDAARGOS_1487,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,3211351,0.003453064
GCF_006007945.1_ASM600794v1,NZ_CP040736.1,chromosome,7083821,2558218,2.769045093,2.769045093,1,7080652,3169,1,2558218,Companilactobacillus futsaii,Y97,Terrabacteria group,Bacillota,NA,futsai,Food,Companilactobacillus,2558218,1
GCF_006007945.1_ASM600794v1,NZ_CP040737.1,plasmid,683862,37880,18.05337909,2.769045093,6.522206752,671363,12499,6.519712928,247061.1918,Companilactobacillus futsaii,Y97,Terrabacteria group,Bacillota,NA,futsai,Food,Companilactobacillus,2558218,0.014807182
GCF_006007945.1_ASM600794v1,NZ_CP040738.1,plasmid,136462,27087,5.037914867,2.769045093,1.829922404,133010,3452,1.819369023,49567.10816,Companilactobacillus futsaii,Y97,Terrabacteria group,Bacillota,NA,futsai,Food,Companilactobacillus,2558218,0.01058823
GCF_006007945.1_ASM600794v1,NZ_CP040739.1,plasmid,214341,25584,8.37793152,2.769045093,3.027373663,210685,3656,3.025567023,77452.3278,Companilactobacillus futsaii,Y97,Terrabacteria group,Bacillota,NA,futsai,Food,Companilactobacillus,2558218,0.010000711
GCF_002947035.1_ASM294703v1,NZ_CP026697.1,chromosome,4667937,4798293,0.972832839,0.972832839,1,4664539,3398,1,4798293,Citrobacter koseri,AR_0025,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,4798293,1
GCF_002947035.1_ASM294703v1,NZ_CP026698.1,plasmid,75015,82058,0.914170465,0.972832839,0.952096346,71289,3726,0.939699431,78127.12196,Citrobacter koseri,AR_0025,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,4798293,0.017101498
GCF_002947035.1_ASM294703v1,NZ_CP026699.1,plasmid,59531,42930,1.386699278,0.972832839,1.425101256,59531,0,1.425424002,61179.59692,Citrobacter koseri,AR_0025,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,4798293,0.008946932
GCF_030297315.1_ASM3029731v1,NZ_AP028083.1,chromosome,4272546,3937533,1.085081954,1.085081954,1,4238513,34033,1,3937533,Burkholderia pseudomallei,KM376,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Burkholderia,3937533,1
GCF_030297315.1_ASM3029731v1,NZ_AP028084.1,chromosome,3996341,3143756,1.271199482,1.085081954,1.171524033,3968978,27363,1.171523937,3682985.707,Burkholderia pseudomallei,KM376,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Burkholderia,3937533,0.798407531
GCF_030297315.1_ASM3029731v1,NZ_AP028085.1,plasmid,79440,24809,3.202063767,1.085081954,2.950986993,79440,0,2.950987948,73211.03632,Burkholderia pseudomallei,KM376,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Burkholderia,3937533,0.006300646
GCF_000832635.1_ASM83263v1,NZ_CP009541.1,chromosome,203089616,5227496,38.85026713,38.85026713,1,203089602,14,1,5227496,Bacillus anthracis str. Sterne,Sterne,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5227496,1
GCF_000832635.1_ASM83263v1,NZ_CP009540.1,plasmid,18274247,181624,100.6158162,38.85026713,2.589836089,18274238,9,2.589835891,470376.3898,Bacillus anthracis str. Sterne,Sterne,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5227496,0.034743977
GCF_025643515.1_ASM2564351v1,NZ_CP102462.1,chromosome,474906,3846952,0.123449942,0.123449942,1,473820,1086,1,3846952,Burkholderia contaminans,NML151013,Pseudomonadota,Betaproteobacteria,Homo sapiens,sputum,Humans,Burkholderia,3846952,1
GCF_025643515.1_ASM2564351v1,NZ_CP102463.1,chromosome,414229,3158005,0.131167937,0.123449942,1.062239341,413666,563,1.062519228,3354557.152,Burkholderia contaminans,NML151013,Pseudomonadota,Betaproteobacteria,Homo sapiens,sputum,Humans,Burkholderia,3846952,0.820910945
GCF_025643515.1_ASM2564351v1,NZ_CP102464.1,chromosome,166298,1349539,0.123225783,0.123449942,0.998889908,165848,450,0.998184214,1348040.888,Burkholderia contaminans,NML151013,Pseudomonadota,Betaproteobacteria,Homo sapiens,sputum,Humans,Burkholderia,3846952,0.35080734
GCF_025643515.1_ASM2564351v1,NZ_CP102465.1,plasmid,32577,240894,0.135233754,0.123449942,1.101698434,32277,300,1.095454177,265392.5426,Burkholderia contaminans,NML151013,Pseudomonadota,Betaproteobacteria,Homo sapiens,sputum,Humans,Burkholderia,3846952,0.062619445
GCF_025643515.1_ASM2564351v1,NZ_CP102466.1,plasmid,12992,70795,0.183515785,0.123449942,1.485236618,12992,0,1.486560322,105147.3263,Burkholderia contaminans,NML151013,Pseudomonadota,Betaproteobacteria,Homo sapiens,sputum,Humans,Burkholderia,3846952,0.018402881
GCF_027943685.1_ASM2794368v1,NZ_AP025531.1,chromosome,2827515,3938810,0.717860217,0.717860217,1,2811728,15787,1,3938810,Acinetobacter baumannii,OCU-Ac19,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Acinetobacter,3938810,1
GCF_027943685.1_ASM2794368v1,NZ_AP025532.1,plasmid,54309,71826,0.756118954,0.717860217,1.061128901,54108,201,1.053295525,76216.64441,Acinetobacter baumannii,OCU-Ac19,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Acinetobacter,3938810,0.018235457
GCF_027943685.1_ASM2794368v1,NZ_AP025533.1,plasmid,79839,10786,7.402095309,0.717860217,10.43782345,78173,1666,10.3113324,112582.3637,Acinetobacter baumannii,OCU-Ac19,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Acinetobacter,3938810,0.002738391
