AnnotationAccession,SeqID,SeqType,SeqLength,CDS_count,CDS_length,transposase_count, transposase_length
GCF_000010385.1_ASM1038v1,NC_011419.1,plasmid,100021,112,82260,3,2325
GCF_000010385.1_ASM1038v1,NC_011413.1,plasmid,91158,100,71478,0,0
GCF_000010385.1_ASM1038v1,NC_011416.1,plasmid,60555,49,39639,4,3978
GCF_000010385.1_ASM1038v1,NC_011407.1,plasmid,6929,10,3732,0,0
GCF_000010385.1_ASM1038v1,NC_011408.1,plasmid,5366,6,3258,0,0
GCF_000010385.1_ASM1038v1,NC_011411.1,plasmid,4082,3,3117,0,0
GCF_003939085.1_ASM393908v1,NZ_CP034314.1,chromosome,1645783,1441,1409220,8,7521
GCF_003939085.1_ASM393908v1,NZ_CP034313.1,plasmid,10013,15,7782,4,3726
GCF_003939085.1_ASM393908v1,NZ_CP034312.1,plasmid,2658,1,1263,0,0
GCF_028623125.1_ASM2862312v1,NZ_CP117696.1,chromosome,4793690,4388,4133772,39,37470
GCF_028623125.1_ASM2862312v1,NZ_CP117697.1,plasmid,1888,2,351,0,0
GCF_023520835.1_ASM2352083v1,NZ_CP053860.1,chromosome,3311236,3044,2983785,4,2406
GCF_023520835.1_ASM2352083v1,NZ_CP053861.1,plasmid,26630,30,24042,1,1386
GCF_005952885.1_ASM595288v1,NZ_CP040706.1,chromosome,2702943,2449,2252754,109,125565
GCF_005952885.1_ASM595288v1,NZ_CP040704.1,plasmid,206851,189,145851,34,34581
GCF_005952885.1_ASM595288v1,NZ_CP040707.1,plasmid,2133,5,1316,0,0
GCF_005952885.1_ASM595288v1,NZ_CP040708.1,plasmid,71214,82,51283,17,13824
GCF_005952885.1_ASM595288v1,NZ_CP040703.1,plasmid,10664,15,8709,1,1179
GCF_005952885.1_ASM595288v1,NZ_CP040705.1,plasmid,8748,12,7404,0,0
GCF_023380225.1_ASM2338022v1,NZ_CP093362.1,chromosome,1469670,1376,1295643,49,42720
GCF_023380225.1_ASM2338022v1,NZ_CP093363.1,plasmid,42663,59,37656,0,0
GCF_023380225.1_ASM2338022v1,NZ_CP093364.1,plasmid,38616,53,35871,0,0
GCF_009762415.1_ASM976241v1,NZ_CP044298.1,chromosome,4678881,3917,3672053,24,22791
GCF_009762415.1_ASM976241v1,NZ_CP044300.1,plasmid,116995,113,91716,0,0
GCF_009762415.1_ASM976241v1,NZ_CP044301.1,plasmid,83169,62,39120,7,5850
GCF_009762415.1_ASM976241v1,NZ_CP044302.1,plasmid,23839,22,9891,2,1410
GCF_009762415.1_ASM976241v1,NZ_CP044303.1,plasmid,6471,6,3252,0,0
GCF_009762415.1_ASM976241v1,NZ_CP044304.1,plasmid,4006,2,594,0,0
GCF_009762415.1_ASM976241v1,NZ_CP044299.1,plasmid,253160,220,158442,12,15000
GCF_024397235.1_ASM2439723v1,NZ_CP101567.1,chromosome,5442756,5163,4760772,42,38463
GCF_024397235.1_ASM2439723v1,NZ_CP101568.1,plasmid,258415,236,189972,19,15732
GCF_024397235.1_ASM2439723v1,NZ_CP101569.1,plasmid,138059,146,82566,22,19422
GCF_024397235.1_ASM2439723v1,NZ_CP101570.1,plasmid,10060,13,7509,0,0
GCF_024397235.1_ASM2439723v1,NZ_CP101571.1,plasmid,5596,10,3090,0,0
GCF_002813575.1_ASM281357v1,NZ_CP024785.1,chromosome,8363872,7343,6288561,368,310416
GCF_002813575.1_ASM281357v1,NZ_CP024786.1,plasmid,28479,31,21042,0,0
GCF_002813575.1_ASM281357v1,NZ_CP024787.1,plasmid,68844,70,54300,10,14655
GCF_002813575.1_ASM281357v1,NZ_CP024788.1,plasmid,101520,105,65946,17,13179
GCF_002813575.1_ASM281357v1,NZ_CP024789.1,plasmid,144585,107,117483,8,9753
GCF_002813575.1_ASM281357v1,NZ_CP024790.1,plasmid,152318,142,118227,1,921
GCF_002813575.1_ASM281357v1,NZ_CP024791.1,plasmid,239322,249,175860,25,27048
GCF_002813575.1_ASM281357v1,NZ_CP024792.1,plasmid,327173,251,216744,33,25518
GCF_002813575.1_ASM281357v1,NZ_CP024793.1,plasmid,805120,735,586836,39,36159
GCF_013318015.2_ASM1331801v2,NZ_CP115841.1,chromosome,2804325,2669,2457219,7,7248
GCF_013318015.2_ASM1331801v2,NZ_CP115842.1,chromosome,2137456,1855,1897314,12,12708
GCF_013318015.2_ASM1331801v2,NZ_CP115843.1,plasmid,632660,569,531549,6,8472
GCF_013318015.2_ASM1331801v2,NZ_CP115844.1,plasmid,164530,131,135711,2,2571
GCF_013318015.2_ASM1331801v2,NZ_CP115845.1,plasmid,57127,66,48153,0,0
GCF_013318015.2_ASM1331801v2,NZ_CP115846.1,plasmid,206366,179,166473,5,5070
GCF_031195445.1_ASM3119544v1,NZ_CP133480.1,chromosome,4951092,4431,4473462,26,22734
GCF_031195445.1_ASM3119544v1,NZ_CP133481.1,plasmid,56789,66,48327,0,0
GCF_031195445.1_ASM3119544v1,NZ_CP133482.1,plasmid,50657,43,42939,0,0
GCF_031195445.1_ASM3119544v1,NZ_CP133483.1,plasmid,35767,29,29007,2,1821
GCF_031195445.1_ASM3119544v1,NZ_CP133484.1,plasmid,31293,40,23385,1,1047
GCF_031195445.1_ASM3119544v1,NZ_CP133485.1,plasmid,24077,20,21147,0,0
GCF_031195445.1_ASM3119544v1,NZ_CP133486.1,plasmid,14926,14,11073,0,0
GCF_007833795.1_ASM783379v1,NZ_CP032702.1,chromosome,3758528,3359,3270546,15,12708
GCF_007833795.1_ASM783379v1,NZ_CP032703.1,plasmid,556856,511,470919,2,1776
GCF_007833795.1_ASM783379v1,NZ_CP032704.1,plasmid,275665,242,230175,4,4119
GCF_007833795.1_ASM783379v1,NZ_CP032705.1,plasmid,29830,38,24579,0,0
GCF_007833795.1_ASM783379v1,NZ_CP032706.1,plasmid,5593,6,3516,0,0
GCF_013736155.1_ASM1373615v1,NZ_CP056432.1,chromosome,5342507,5067,4663284,39,36966
GCF_013736155.1_ASM1373615v1,NZ_CP056433.1,plasmid,206782,176,151014,32,32031
GCF_013736155.1_ASM1373615v1,NZ_CP056434.1,plasmid,137885,145,106455,20,21420
GCF_013736155.1_ASM1373615v1,NZ_CP056435.1,plasmid,136301,132,107277,15,16608
GCF_013736155.1_ASM1373615v1,NZ_CP056436.1,plasmid,107037,108,92130,0,0
GCF_013736155.1_ASM1373615v1,NZ_CP056437.1,plasmid,48726,55,41673,2,1245
GCF_013736155.1_ASM1373615v1,NZ_CP056438.1,plasmid,5907,8,4602,0,0
GCF_013736155.1_ASM1373615v1,NZ_CP056439.1,plasmid,3514,4,1302,0,0
GCF_013736155.1_ASM1373615v1,NZ_CP056440.1,plasmid,1917,2,540,0,0
GCF_030168285.1_ASM3016828v1,NZ_CP096894.1,chromosome,4000033,3679,3445425,54,57321
GCF_030168285.1_ASM3016828v1,NZ_CP096895.1,plasmid,112202,116,86034,3,3309
GCF_030168285.1_ASM3016828v1,NZ_CP096896.1,plasmid,106927,121,93693,0,0
GCF_030168285.1_ASM3016828v1,NZ_CP096897.1,plasmid,62124,73,57234,3,2382
GCF_030168285.1_ASM3016828v1,NZ_CP096898.1,plasmid,10966,11,7704,0,0
GCF_030168285.1_ASM3016828v1,NZ_CP096899.1,plasmid,6930,7,5157,0,0
GCF_030168285.1_ASM3016828v1,NZ_CP096900.1,plasmid,5503,8,3576,0,0
GCF_030168285.1_ASM3016828v1,NZ_CP096901.1,plasmid,3495,2,1605,0,0
GCF_030664655.1_ASM3066465v1,NZ_CP131442.1,chromosome,1748761,1719,1575654,4,4566
GCF_030664655.1_ASM3066465v1,NZ_CP131443.1,plasmid,40686,45,37872,0,0
GCF_030515515.1_ASM3051551v1,NZ_CP082087.1,chromosome,4825997,4376,4126968,37,33912
GCF_030515515.1_ASM3051551v1,NZ_CP082088.1,plasmid,100023,67,62313,9,9234
GCF_030515515.1_ASM3051551v1,NZ_CP082089.1,plasmid,59165,55,40182,1,3006
GCF_030515515.1_ASM3051551v1,NZ_CP082090.1,plasmid,57134,58,43743,3,6216
GCF_036541145.1_ASM3654114v1,NZ_CP144218.1,chromosome,5351515,4977,4623357,34,33561
GCF_036541145.1_ASM3654114v1,NZ_CP144219.1,plasmid,195534,173,138273,15,15648
GCF_001022275.1_ASM102227v1,NZ_CP011657.1,chromosome,5029496,4651,4393200,61,54696
GCF_001022275.1_ASM102227v1,NZ_CP011654.1,plasmid,100873,99,78015,14,16032
GCF_001022275.1_ASM102227v1,NZ_CP011655.1,plasmid,109688,132,94143,0,0
GCF_001022275.1_ASM102227v1,NZ_CP011653.1,plasmid,16257,18,11907,4,2685
GCF_001022275.1_ASM102227v1,NZ_CP011651.1,plasmid,1916,3,654,0,0
GCF_001022275.1_ASM102227v1,NZ_CP011652.1,plasmid,3223,4,1044,0,0
GCF_001022275.1_ASM102227v1,NZ_CP011656.1,plasmid,129196,137,101310,13,21153
GCF_033558715.1_ASM3355871v1,NZ_CP114606.1,chromosome,3076088,2756,2584524,96,91092
GCF_033558715.1_ASM3355871v1,NZ_CP114607.1,plasmid,162095,139,116748,28,24897
GCF_033558715.1_ASM3355871v1,NZ_CP114616.1,plasmid,5345,8,3999,0,0
GCF_033558715.1_ASM3355871v1,NZ_CP114608.1,plasmid,12567,15,10278,0,0
GCF_033558715.1_ASM3355871v1,NZ_CP114609.1,plasmid,10580,11,6876,0,0
GCF_033558715.1_ASM3355871v1,NZ_CP114610.1,plasmid,9027,9,5241,0,0
GCF_033558715.1_ASM3355871v1,NZ_CP114611.1,plasmid,7639,7,5958,0,0
GCF_033558715.1_ASM3355871v1,NZ_CP114612.1,plasmid,7513,8,5403,0,0
GCF_033558715.1_ASM3355871v1,NZ_CP114613.1,plasmid,6726,7,5034,2,1410
GCF_033558715.1_ASM3355871v1,NZ_CP114614.1,plasmid,6361,8,4341,0,0
GCF_033558715.1_ASM3355871v1,NZ_CP114615.1,plasmid,5682,7,4758,0,0
GCF_022494905.1_ASM2249490v1,NZ_CP041759.1,chromosome,2458520,2406,2100651,11,10656
GCF_022494905.1_ASM2249490v1,NZ_CP041762.1,plasmid,127965,129,93948,6,3981
GCF_022494905.1_ASM2249490v1,NZ_CP041760.1,plasmid,24554,30,18909,2,867
GCF_022494905.1_ASM2249490v1,NZ_CP041761.1,plasmid,7734,6,4608,1,702
GCF_001902375.1_ASM190237v1,NZ_CP018421.1,chromosome,4011552,3655,3413346,45,48999
GCF_001902375.1_ASM190237v1,NZ_CP018422.1,plasmid,69069,81,55779,0,0
GCF_013895695.1_ASM1389569v1,NZ_CP057722.1,chromosome,5134919,4768,4499583,19,15873
GCF_013895695.1_ASM1389569v1,NZ_CP057723.1,plasmid,147522,137,99618,3,2469
GCF_013895695.1_ASM1389569v1,NZ_CP057724.1,plasmid,48464,57,36939,2,1008
GCF_013732895.1_ASM1373289v1,NZ_CP056159.1,chromosome,4946508,4577,4262523,29,27348
GCF_013732895.1_ASM1373289v1,NZ_CP056160.1,plasmid,116663,131,89037,2,2007
GCF_013732895.1_ASM1373289v1,NZ_CP056161.1,plasmid,6346,7,3771,0,0
GCF_013732895.1_ASM1373289v1,NZ_CP056162.1,plasmid,6148,7,3462,0,0
GCF_013732895.1_ASM1373289v1,NZ_CP056163.1,plasmid,4420,4,2226,0,0
GCF_013732895.1_ASM1373289v1,NZ_CP056164.1,plasmid,3852,4,2400,0,0
GCF_002142475.1_ASM214247v1,NZ_AP014638.1,chromosome,6176364,5755,5374698,62,54039
GCF_002142475.1_ASM214247v1,NZ_AP014639.1,plasmid,77793,108,69429,0,0
GCF_002142475.1_ASM214247v1,NZ_AP014640.1,plasmid,504942,374,426621,26,23373
GCF_002142475.1_ASM214247v1,NZ_AP014641.1,plasmid,44369,46,37481,0,0
GCF_026240755.1_ASM2624075v1,NZ_CP110862.1,chromosome,3257538,2955,2704194,25,27042
GCF_026240755.1_ASM2624075v1,NZ_CP110863.1,plasmid,13464,0,0,0,0
GCF_026240755.1_ASM2624075v1,NZ_CP110864.1,plasmid,53559,45,38688,7,6624
GCF_022828575.1_ASM2282857v1,NZ_CP087151.1,chromosome,5474052,5199,4788189,50,49335
GCF_022828575.1_ASM2282857v1,NZ_CP087152.1,plasmid,197415,184,142878,21,23043
GCF_022828575.1_ASM2282857v1,NZ_CP087153.1,plasmid,133129,146,92868,11,10818
GCF_022828575.1_ASM2282857v1,NZ_CP087154.1,plasmid,87095,89,66951,7,6711
GCF_022828575.1_ASM2282857v1,NZ_CP087155.1,plasmid,11970,14,8997,0,0
GCF_020826335.1_ASM2082633v1,NZ_CP086326.1,chromosome,2945765,2607,2447463,8,6468
GCF_020826335.1_ASM2082633v1,NZ_CP086327.1,plasmid,47357,42,31670,6,5238
GCF_010977555.1_ASM1097755v1,NZ_CP048815.1,chromosome,5732418,5149,5081568,25,24648
GCF_010977555.1_ASM1097755v1,NZ_CP048816.1,plasmid,231492,168,204663,0,0
GCF_004120175.1_ASM412017v1,NZ_CP026157.1,chromosome,5107051,4758,4480620,22,17955
GCF_004120175.1_ASM412017v1,NZ_CP026158.1,plasmid,95560,96,68493,6,4977
GCF_014050515.2_ASM1405051v2,NZ_CP113904.1,chromosome,6075855,5534,5294052,55,53784
GCF_014050515.2_ASM1405051v2,NZ_CP113905.1,plasmid,130876,140,93693,13,12276
GCF_014050515.2_ASM1405051v2,NZ_CP113906.1,plasmid,109858,126,95814,1,705
GCF_014050515.2_ASM1405051v2,NZ_CP113907.1,plasmid,76870,73,56511,7,8031
GCF_014050515.2_ASM1405051v2,NZ_CP113908.1,plasmid,8300,8,5103,0,0
GCF_014050515.2_ASM1405051v2,NZ_CP113909.1,plasmid,4448,7,2022,0,0
GCF_001999885.1_ASM199988v1,NZ_CP019674.1,chromosome,3668000,3358,3211332,16,15099
GCF_001999885.1_ASM199988v1,NZ_CP019672.1,chromosome,2984720,2620,2619735,2,2241
GCF_001999885.1_ASM199988v1,NZ_CP019673.1,chromosome,964521,845,830208,2,1260
GCF_001999885.1_ASM199988v1,NZ_CP019671.1,plasmid,17257,20,15474,1,1680
GCF_009762325.1_ASM976232v1,NZ_CP034348.1,chromosome,3858679,3733,3514908,12,12525
GCF_009762325.1_ASM976232v1,NZ_CP034347.1,plasmid,76091,58,70299,1,1128
GCF_001908875.1_ASM190887v1,NZ_CP018695.1,chromosome,5373057,5032,4699215,29,26211
GCF_001908875.1_ASM190887v1,NZ_CP018696.1,plasmid,246755,241,194523,9,9177
GCF_001908875.1_ASM190887v1,NZ_CP018698.1,plasmid,96072,119,79062,8,6261
GCF_001908875.1_ASM190887v1,NZ_CP018700.1,plasmid,63588,82,55380,4,3813
GCF_001908875.1_ASM190887v1,NZ_CP018699.1,plasmid,61010,55,37401,10,8691
GCF_001908875.1_ASM190887v1,NZ_CP018697.1,plasmid,79806,74,64923,0,0
GCF_001310575.2_ASM131057v2,NZ_CP045859.1,chromosome,3689702,3209,3156681,15,12507
GCF_001310575.2_ASM131057v2,NZ_CP045860.1,chromosome,2430445,2151,2101278,5,5763
GCF_001310575.2_ASM131057v2,NZ_CP045861.1,plasmid,69148,77,55359,4,4104
GCF_001310575.2_ASM131057v2,NZ_CP045862.1,plasmid,78918,86,65235,4,7818
GCF_001806425.1_ASM180642v1,NZ_CP017650.1,chromosome,3967717,3562,3283170,32,34068
GCF_001806425.1_ASM180642v1,NZ_CP017651.1,plasmid,70884,94,61875,0,0
GCF_036452035.1_ASM3645203v1,NZ_CP127501.1,chromosome,5384080,4975,4697751,39,38754
GCF_036452035.1_ASM3645203v1,NZ_CP127502.1,plasmid,345497,351,258480,24,25872
GCF_036452035.1_ASM3645203v1,NZ_CP127503.1,plasmid,60002,79,52890,0,0
GCF_036452035.1_ASM3645203v1,NZ_CP127504.1,plasmid,3431,3,1284,0,0
GCF_002741685.1_ASM274168v1,NZ_CP024191.1,chromosome,5296999,4955,4624833,51,50610
GCF_002741685.1_ASM274168v1,NZ_CP024192.1,plasmid,221606,245,174030,28,33618
GCF_002741685.1_ASM274168v1,NZ_CP024193.1,plasmid,147945,153,111108,9,7953
GCF_002741685.1_ASM274168v1,NZ_CP024194.1,plasmid,89345,78,54702,17,13692
GCF_002741685.1_ASM274168v1,NZ_CP024195.1,plasmid,4660,6,2802,0,0
GCF_002741685.1_ASM274168v1,NZ_CP024196.1,plasmid,4510,6,1971,0,0
GCF_002741685.1_ASM274168v1,NZ_CP024197.1,plasmid,3825,3,867,0,0
GCF_025946525.1_ASM2594652v1,NZ_CP109921.1,chromosome,4918902,4451,4233156,38,31023
GCF_025946525.1_ASM2594652v1,NZ_CP109922.1,plasmid,6230,7,5013,0,0
GCF_025946525.1_ASM2594652v1,NZ_CP109923.1,plasmid,1459,2,699,0,0
GCF_016698705.1_ASM1669870v1,NZ_CP068049.1,chromosome,4180205,3617,3632403,15,13461
GCF_016698705.1_ASM1669870v1,NZ_CP068050.1,chromosome,3913767,3199,3421101,6,7305
GCF_016698705.1_ASM1669870v1,NZ_CP068051.1,plasmid,107512,116,89256,0,0
GCF_026967635.1_ASM2696763v1,NZ_CP114063.1,chromosome,2133811,1892,1773663,49,51714
GCF_026967635.1_ASM2696763v1,NZ_CP114064.1,plasmid,37505,31,23937,2,1680
GCF_008807855.1_ASM880785v1,NZ_CP032518.1,chromosome,2875465,2502,2516919,15,15375
GCF_008807855.1_ASM880785v1,NZ_CP032519.1,chromosome,3852567,3439,3373197,26,23106
GCF_008807855.1_ASM880785v1,NZ_CP032520.1,plasmid,568815,518,454924,17,26403
GCF_900039485.1_DEMHIR,NZ_LN999833.1,chromosome,834734,504,474387,4,2856
GCF_900039485.1_DEMHIR,NZ_LN999834.1,plasmid,11828,4,3996,0,0
GCF_000017965.1_ASM1796v1,NC_010382.1,chromosome,4639821,4263,3643908,18,9084
GCF_000017965.1_ASM1796v1,NC_010381.1,plasmid,177642,180,139296,0,0
GCF_002761255.1_ASM276125v1,NZ_CP017792.1,chromosome,2868375,2645,2391621,131,146817
GCF_002761255.1_ASM276125v1,NZ_CP017793.1,plasmid,169793,150,115602,37,34320
GCF_002761255.1_ASM276125v1,NZ_CP017794.1,plasmid,54822,59,48258,3,2799
GCF_002761255.1_ASM276125v1,NZ_CP017795.1,plasmid,36019,37,24351,7,6261
GCF_002761255.1_ASM276125v1,NZ_CP017796.1,plasmid,10382,14,8460,1,960
GCF_009806675.1_ASM980667v1,NZ_CP047107.1,chromosome,5227452,5008,4106802,7,6396
GCF_009806675.1_ASM980667v1,NZ_CP047108.1,plasmid,2622,4,1908,0,0
GCF_009806675.1_ASM980667v1,NZ_CP047109.1,plasmid,1570,1,1110,0,0
GCF_009806675.1_ASM980667v1,NZ_CP047110.1,plasmid,1505,1,538,0,0
GCF_020410865.1_ASM2041086v1,NZ_CP084532.1,chromosome,4679414,4271,4005552,15,11487
GCF_020410865.1_ASM2041086v1,NZ_CP084533.1,plasmid,59372,65,41523,4,4071
GCF_024760285.1_ASM2476028v1,NZ_CP103286.1,chromosome,5298107,4213,4382385,72,64149
GCF_024760285.1_ASM2476028v1,NZ_CP103287.1,plasmid,4189,7,3273,0,0
GCF_010092565.1_ASM1009256v1,NZ_CP048056.1,chromosome,3218154,3125,2597832,431,368370
GCF_010092565.1_ASM1009256v1,NZ_CP048057.1,plasmid,23767,29,13197,7,4542
GCF_010092565.1_ASM1009256v1,NZ_CP048058.1,plasmid,25762,26,10233,0,0
GCF_010092565.1_ASM1009256v1,NZ_CP048059.1,plasmid,37353,31,25347,3,2856
GCF_010092565.1_ASM1009256v1,NZ_CP048060.1,plasmid,208102,221,143850,76,55542
GCF_010092565.1_ASM1009256v1,NZ_CP048061.1,plasmid,114110,143,87648,34,28512
GCF_010092565.1_ASM1009256v1,NZ_CP048062.1,plasmid,13505,16,7428,3,1815
GCF_010092565.1_ASM1009256v1,NZ_CP048063.1,plasmid,24152,35,15381,10,6588
GCF_010092565.1_ASM1009256v1,NZ_CP048064.1,plasmid,11384,14,4803,2,1623
GCF_010092565.1_ASM1009256v1,NZ_CP048065.1,plasmid,37211,35,20910,7,5691
GCF_014905135.1_ASM1490513v1,NZ_CP041406.1,chromosome,2029060,2022,1912578,3,3843
GCF_014905135.1_ASM1490513v1,NZ_CP041407.1,plasmid,49811,55,43950,1,684
GCF_019134555.1_ASM1913455v1,NZ_CP077803.1,chromosome,4352570,3822,3834045,11,8793
GCF_019134555.1_ASM1913455v1,NZ_CP077804.1,plasmid,53835,43,43887,1,708
GCF_000010185.1_ASM1018v1,NC_010376.1,chromosome,1797577,1637,1625001,5,4914
GCF_000010185.1_ASM1018v1,NC_010371.1,plasmid,189163,189,164424,13,12141
GCF_022819425.1_ASM2281942v1,NZ_CP091936.1,chromosome,4199394,3349,3087939,53,48267
GCF_022819425.1_ASM2281942v1,NZ_CP091937.1,chromosome,376569,337,293097,0,0
GCF_022819425.1_ASM2281942v1,NZ_CP091938.1,plasmid,90519,64,64092,6,6717
GCF_022819425.1_ASM2281942v1,NZ_CP091939.1,plasmid,74078,49,38643,5,4560
GCF_030435705.1_ASM3043570v1,NZ_CP129382.1,chromosome,3643693,3360,3140652,7,6876
GCF_030435705.1_ASM3043570v1,NZ_CP129379.1,plasmid,59731,44,48912,0,0
GCF_030435705.1_ASM3043570v1,NZ_CP129380.1,plasmid,227819,219,183894,6,7113
GCF_030435705.1_ASM3043570v1,NZ_CP129381.1,plasmid,1544100,1357,1406325,1,192
GCF_001900775.1_ASM190077v1,NZ_CP010160.1,chromosome,4818512,4388,4107792,89,76419
GCF_001900775.1_ASM190077v1,NZ_CP010161.1,plasmid,3989,7,2208,0,0
GCF_001900775.1_ASM190077v1,NZ_CP010162.1,plasmid,4075,4,1863,0,0
GCF_014168595.1_ASM1416859v1,NZ_AP021914.1,chromosome,4761939,4328,4092636,48,44328
GCF_014168595.1_ASM1416859v1,NZ_AP021915.1,plasmid,158754,133,112026,13,11451
GCF_014168595.1_ASM1416859v1,NZ_AP021916.1,plasmid,87852,96,73458,1,903
GCF_002368355.1_ASM236835v1,NZ_AP018281.1,chromosome,4516676,3732,3699561,35,32274
GCF_002368355.1_ASM236835v1,NZ_AP018282.1,plasmid,161734,150,132600,4,3273
GCF_002368355.1_ASM236835v1,NZ_AP018283.1,plasmid,123154,114,93870,3,1101
GCF_002368355.1_ASM236835v1,NZ_AP018284.1,plasmid,149096,150,109650,10,9474
GCF_002368355.1_ASM236835v1,NZ_AP018285.1,plasmid,22161,21,15312,2,987
GCF_002368355.1_ASM236835v1,NZ_AP018286.1,plasmid,18150,19,13479,0,0
GCF_002368355.1_ASM236835v1,NZ_AP018287.1,plasmid,11549,12,9072,0,0
GCF_003966935.1_ASM396693v1,NZ_AP018499.1,chromosome,2400980,2283,1914831,93,91779
GCF_003966935.1_ASM396693v1,NZ_AP018500.1,plasmid,81700,84,53682,11,9063
GCF_003966935.1_ASM396693v1,NZ_AP018501.1,plasmid,61286,50,50754,3,3357
GCF_003966935.1_ASM396693v1,NZ_AP018502.1,plasmid,49920,40,33432,3,2685
GCF_003966935.1_ASM396693v1,NZ_AP018503.1,plasmid,34879,25,24669,2,1362
GCF_030036795.1_ASM3003679v1,NZ_CP124502.1,chromosome,5077511,4585,4341252,70,56757
GCF_030036795.1_ASM3003679v1,NZ_CP124504.1,plasmid,7620,6,3441,4,1482
GCF_030036795.1_ASM3003679v1,NZ_CP124503.1,plasmid,146767,148,107631,17,12942
GCF_030036795.1_ASM3003679v1,NZ_CP124505.1,plasmid,4071,3,3105,0,0
GCF_024917775.1_ASM2491777v1,NZ_CP103494.1,chromosome,4728479,4361,4187403,14,10200
GCF_024917775.1_ASM2491777v1,NZ_CP103495.1,plasmid,99163,102,79545,8,12150
GCF_024917775.1_ASM2491777v1,NZ_CP103496.1,plasmid,83861,92,69081,5,7287
GCF_024917775.1_ASM2491777v1,NZ_CP103497.1,plasmid,4760,6,2514,0,0
GCF_024917775.1_ASM2491777v1,NZ_CP103498.1,plasmid,2511,3,558,0,0
GCF_019969645.1_ASM1996964v1,NZ_CP081701.1,chromosome,4886831,4488,4144533,149,117816
GCF_019969645.1_ASM1996964v1,NZ_CP081702.1,plasmid,94799,95,77715,2,2133
GCF_019969645.1_ASM1996964v1,NZ_CP081703.1,plasmid,57913,67,48849,3,4296
GCF_019969645.1_ASM1996964v1,NZ_CP081704.1,plasmid,43680,59,35871,0,0
GCF_019969645.1_ASM1996964v1,NZ_CP081705.1,plasmid,2760,3,1977,0,0
GCF_025987645.1_ASM2598764v1,NZ_CP110296.1,chromosome,5099883,4155,4291563,23,22242
GCF_025987645.1_ASM2598764v1,NZ_CP110297.1,plasmid,57069,56,44295,2,4257
GCF_022570755.1_ASM2257075v1,NZ_CP093151.1,chromosome,5423834,5080,4742304,21,19140
GCF_022570755.1_ASM2257075v1,NZ_CP093153.1,plasmid,140105,158,103281,17,15867
GCF_022570755.1_ASM2257075v1,NZ_CP093152.1,plasmid,257343,224,194559,13,11574
GCF_000953355.1_XNC2,NZ_LN681227.1,chromosome,4432103,3576,3554463,215,163224
GCF_000953355.1_XNC2,NZ_LN681228.1,plasmid,154559,160,116982,17,23712
GCF_016903295.1_ASM1690329v1,NZ_CP069873.1,chromosome,5318186,4920,4670025,23,21636
GCF_016903295.1_ASM1690329v1,NZ_CP069875.1,plasmid,141542,118,97965,17,16317
GCF_016903295.1_ASM1690329v1,NZ_CP069874.1,plasmid,15995,23,14484,0,0
GCF_016903295.1_ASM1690329v1,NZ_CP069878.1,plasmid,3818,4,3017,0,0
GCF_016903295.1_ASM1690329v1,NZ_CP069876.1,plasmid,3373,4,1326,0,0
GCF_016903295.1_ASM1690329v1,NZ_CP069879.1,plasmid,2413,4,2191,0,0
GCF_016903295.1_ASM1690329v1,NZ_CP069880.1,plasmid,2107,3,777,0,0
GCF_016903295.1_ASM1690329v1,NZ_CP069877.1,plasmid,1917,2,540,0,0
GCF_016903295.1_ASM1690329v1,NZ_CP069881.1,plasmid,1596,2,410,0,0
GCF_000010085.1_ASM1008v1,NC_007712.1,chromosome,4171146,3620,2446518,43,27915
GCF_000010085.1_ASM1008v1,NC_007713.1,plasmid,83306,86,46380,2,1152
GCF_000010085.1_ASM1008v1,NC_007714.1,plasmid,27240,26,17070,2,1164
GCF_000010085.1_ASM1008v1,NC_007715.1,plasmid,10810,12,5607,0,0
GCF_021655135.1_ASM2165513v1,NZ_AP022934.1,chromosome,5355432,5158,4327749,36,41634
GCF_021655135.1_ASM2165513v1,NZ_AP022937.1,plasmid,350841,310,264966,11,17373
GCF_021655135.1_ASM2165513v1,NZ_AP022935.1,plasmid,3940,4,1596,0,0
GCF_021655135.1_ASM2165513v1,NZ_AP022936.1,plasmid,3869,0,0,0,0
GCF_021655135.1_ASM2165513v1,NZ_AP022938.1,plasmid,72412,78,53808,5,9075
GCF_021655135.1_ASM2165513v1,NZ_AP022939.1,plasmid,37829,37,27828,0,0
GCF_021655135.1_ASM2165513v1,NZ_AP022940.1,plasmid,17430,9,11802,2,2874
GCF_021655135.1_ASM2165513v1,NZ_AP022941.1,plasmid,13310,15,8958,0,0
GCF_021655135.1_ASM2165513v1,NZ_AP022942.1,plasmid,10230,7,6714,1,2982
GCF_021655135.1_ASM2165513v1,NZ_AP022943.1,plasmid,9261,10,6171,0,0
GCF_021655135.1_ASM2165513v1,NZ_AP022944.1,plasmid,6885,9,4317,0,0
GCF_021655135.1_ASM2165513v1,NZ_AP022945.1,plasmid,5289,7,4086,0,0
GCF_904866305.1_MINF_2E,NZ_LR890651.1,chromosome,4944666,4568,4276548,52,48663
GCF_904866305.1_MINF_2E,NZ_LR890652.1,plasmid,207369,173,145848,21,18033
GCF_904866305.1_MINF_2E,NZ_LR890653.1,plasmid,114568,121,93876,9,10821
GCF_904866305.1_MINF_2E,NZ_LR890654.1,plasmid,6062,7,3120,0,0
