accession,md5,n_families_ge2,has_identical_pair,n_jump_families,max_distinct_contexts,jump_families
NZ_CP072946.1,52d074d16ce99f8d2c95905c072959fc,2,1,1,3,IS6
NZ_CP097353.1,52dda79a4547b207b6c5ab8bb8ca4ced,1,0,0,0,
NZ_LN890521.1,52ddd2dfefb33874bb17949c91b3cb6c,1,0,0,0,
NZ_CP025591.1,52df49a33c5d3c99c19703a33cd6a833,1,0,0,0,
NZ_CP122830.1,52e8c224881b1754bcd6abc95b235013,5,0,0,0,
NZ_CP047528.1,52ef7175f43488e1bc484d943eec0cb4,3,1,1,4,IS6
NZ_CP014509.1,52f483568fb265c8773dfeaccf822a68,1,0,0,0,
NZ_CP021767.1,52f513518a82664b8ed1527cafed5405,2,1,1,3,IS5
NZ_CP017407.1,53046f3d7b2b7d07bb0ca09d396365a3,2,0,0,0,
NZ_CP012734.1,53084d21a25b2b1cca6b67917f747946,1,0,0,0,
NZ_CP071949.1,5308b8ff5b244adadebeb9780b6bc573,3,1,2,2,IS5;new
NZ_CP026936.2,53118731a7bd057c9015bd6eef5bea6e,3,0,0,0,
NZ_CP031723.1,531be60cb31e9e3541d3999d067418f8,2,1,1,2,IS6
NZ_CP060847.1,531c5bc2902f9aee3b23794654797694,6,1,1,2,IS6
NZ_CP021798.1,5321d08e98c6bbc66325b291b6d3e641,8,1,3,4,IS256;IS66;new
NZ_CP038894.1,53236d6eddc8ecdba06d89f5855a937e,8,1,5,4,IS3;IS30;IS5;IS6;IS630
NZ_CP091295.1,53239ffd0fa3ccdd3839c848d0d7ce7b,3,0,0,0,
NZ_CP121357.1,53271b9ee66c28a78654c771c0a4c964,1,1,1,2,IS6
NZ_CP015823.1,5327a7c303850c3d76fb6fe848eece64,4,0,0,0,
NZ_CP043053.1,532bffea8af4006dad97a7ba94df46e0,4,1,1,2,IS6
NZ_CP045364.1,532e41e0d9688ee5b0759f45f31f3f15,1,1,1,2,IS6
NZ_CP107480.1,533430f4a26781450deffe15c2e78981,2,1,1,8,IS6
NZ_CP079887.1,53397b955aabb63057860fc397af2eb1,2,1,1,3,IS6
NZ_CP090079.1,533b212be90eb5e3ea159b223202258e,6,0,0,0,
NZ_CP123550.1,533e37be31e797c706f355a380584afd,4,0,0,0,
NZ_CP063488.1,533e5825bc37a2475243b127027f6736,9,1,1,4,IS6
NZ_CP101212.1,533eff39c50635d4f5901ef4bf5c2116,4,1,2,2,IS1;IS6
NZ_CP123001.1,533fe648179f729cf2a291156233913a,7,1,2,3,IS5;IS630
NZ_CP042167.1,534676376fdda526a700764d8621d3b6,4,0,0,0,
NZ_CP042589.1,534b449a30465c028442437d0c5175fa,2,0,0,0,
NZ_CP059722.1,534b4ed657e486dc68274bbb77de0b5b,4,1,1,3,IS6
NZ_CP126769.1,534df6442edf11fb15b5fb10ba5df7b5,2,0,0,0,
NZ_CP101778.1,5351d21961f69a16dc664025e76b563e,1,0,0,0,
NZ_CP139412.1,5352cb1031ca26bd1f874355934c59f4,2,1,1,4,IS6
NZ_CP070257.1,5355262d661c337f6ed5157a1ee67b28,1,0,0,0,
NZ_CP030179.1,5358f39f7568b8bb98974eda8d1b4610,4,0,0,0,
NZ_CP071026.1,535d9c005d910edc2852052c19153ec7,4,1,0,1,
NZ_CP054590.1,53614ee16069cd23241c249a6428e7c5,1,0,0,0,
NZ_CP020842.1,53634dafc1ec8bd39cefe89bbc6e451f,5,0,0,0,
NZ_CP070267.2,53678dc0c3251e08fdfd46d7c5e9c126,1,0,0,0,
NZ_CP057359.1,536a79cad794e5ef664defbe2660b1ac,1,1,1,2,IS4
NZ_CP012185.1,537043b9c96aa9124a24d256401bfa88,7,0,0,0,
NZ_OX359183.1,53710c2ff73d71b7deed85ab85d0e19d,6,1,1,5,IS6
NZ_CP037964.1,5377e5566962975035d50330f8867580,2,1,1,6,IS6
NZ_CP017632.1,5385fe4cf2707b9ac780931d2d989f72,8,1,2,6,IS30;IS6
NZ_CP116888.1,53887d394d1f94f6e3e450a23939c2b5,2,0,0,0,
NZ_CP137168.1,538a4cbb39ae5136ac723225458c70a7,5,1,1,5,IS6
NZ_CP014675.1,538d307319a484f927a620f1fceb5e91,8,1,2,3,IS21;IS630
NZ_CP096336.1,538f11f071068f29e4defa886012cda0,4,1,2,3,IS1182;IS6
NZ_CP024775.1,53938861ed5e286f595ab35e500bacea,3,1,1,2,IS6
NZ_CP034942.1,5393902adbf8def6b3e690553b088e39,1,0,0,0,
NZ_CP009116.1,5396c9db7059091c4e2ab06ce38b81f7,5,1,1,2,IS6
NZ_CP084340.1,539a7abca52b3af5cb31152e99abd77d,1,1,1,2,IS21
NZ_AP012556.1,539c2770bccc679dd6e8c574a4dfe801,2,1,1,2,IS110
NZ_CP138752.1,53a19010e4eb8b301b0f46e60e175fff,1,0,0,0,
NZ_CP039961.1,53a304e7267e1ab410ca7c62d1dd466b,2,0,0,0,
NZ_CP073954.1,53a39f08447a8d18d1b03ef6885e1829,1,0,0,0,
NZ_CP092464.1,53a472d58833115986f51edce2619aa4,5,1,1,6,IS6
NZ_CP059854.1,53ab312ae569cc510bbeec867c36660a,1,0,0,0,
NZ_AP025775.1,53ac9b61866ea7ad74418b3bea7d7478,6,1,1,4,IS1
NZ_CP076220.1,53b2c26f036f55cbdf28c7ed27cdd084,3,0,0,0,
NZ_CP104790.1,53b6d317354a9bcc6a45058352e9df60,6,1,3,3,IS1;IS3;IS66
NZ_CP063481.1,53b714609f7894ab0163bc196d4e792b,1,1,1,3,IS6
NZ_CP059000.1,53b7908be3565902f965b25392263646,1,1,1,2,IS110
NZ_CP134884.1,53bb5b42f00ab414f8d9165551cfeae5,2,0,0,0,
NZ_CP091082.1,53bb67ee04bedf61fb4efd92d5e0839f,5,0,0,0,
NZ_CP061974.1,53bf5e73581787b75e7f3fe0586fa19c,2,0,0,0,
NZ_CP085534.1,53c0b0810ab09f1a1802e0f587b9aad6,6,1,3,3,IS21;IS256;IS3
NZ_CP027119.1,53c0e551d9d82be85a2fae5c1ef741d7,2,1,2,4,IS1;IS6
NZ_CP058320.1,53c3f88df08fed9aea78fda1b0f6f257,1,0,0,0,
NZ_CP017408.1,53c8b2d150db4cc2a60baae809ee30cb,3,0,0,0,
NZ_CP070455.1,53c9f5542f075cb45daf096af5a1395e,5,1,1,2,IS6
NZ_CP020856.1,53cbd202ccfbece6b71fb079798455ed,3,1,1,2,IS6
NZ_CP033551.1,53ccdbaedfea4822c5e5bfeff736c721,5,0,0,0,
NZ_CP049949.1,53cd776fe007368e1d1a8839aa2c6f2b,2,0,0,0,
NZ_CP101641.1,53cd882c22071d6454cbfdf7b37a0b30,1,0,0,0,
NZ_CP112973.1,53d259f62a924b4c7f12203800479b8c,5,1,0,1,
NZ_CP047975.1,53d2f72187ae2c1fed95a1ac30ce4549,3,1,2,2,IS30;IS6
NZ_CP059044.1,53d6e875feb2b31c32a921dcab18a791,4,1,1,7,IS6
NZ_CP042513.1,53d7537988153fe8daeecea30599c376,5,1,0,1,
NZ_CP138684.1,53d818c844d19524a98f25ee89783f11,2,0,0,0,
NZ_CP121222.1,53d896c4059e8c62bc976813dd690354,10,1,0,1,
NZ_AP022088.1,53e0366181e7c6da3cb0a8abb9d0da20,3,0,0,0,
NZ_CP045128.1,53e0de25d46ef400a6c4d69ac2cc9a2d,5,1,1,2,IS91
NZ_CP097176.1,53e508f10ffebad16da97e7a8aff4e20,1,0,0,0,
NZ_CP022523.1,53e5cb7a443df41724177ad6ca7a6f4c,1,1,1,2,IS110
NZ_CP009123.1,53f03b06b533dbf90f00a8fcd369b917,2,0,0,0,
NZ_CP069216.1,53f181207b2428c77c35eb30f88310b9,1,1,1,2,IS6
NZ_CP119333.1,53f84bdba972dc2bbcb31163ce0c705a,3,1,1,6,IS6
NZ_CP009975.1,53f8b5c2363b36cd748b2d1c538f6c58,3,1,2,10,IS21;new
NZ_CP043905.1,53fdd79c782f579186b9773a86057702,1,0,0,0,
NZ_CP006988.1,5400eaa532d49f039cc68f7df5a5629c,3,0,0,0,
NZ_CP043886.1,54147a76a4b09b7e8966a20e39ecf50c,4,0,0,0,
NZ_LR130546.1,541933871002342626e1ae4a8ac8de36,4,1,1,4,IS6
NZ_CP016407.1,541956b6e5026deb2a58297c5c592ccc,8,1,1,4,IS6
NZ_CP024142.1,541b88a5a8aa33d8f36a6076e8d4752d,2,1,1,2,IS200/IS605
NZ_CP042536.1,541bec41cbe92ca79ef06c0212a4ef58,2,0,0,0,
NZ_AP025734.1,542108fd100e3733e363349ccdc7bac0,4,1,1,3,IS1634
NZ_CP075698.1,54258c3256575022eef0576caa360213,3,1,1,3,IS1
NZ_CP081853.1,5427ca52805eb7964e5d6c535c97fda1,1,0,0,0,
NZ_LR882059.1,5427f1a6667b633d24f001dd97ad0406,2,1,1,2,IS3
NZ_CP038953.1,5429993be2c495e401b6c194762b9065,8,1,4,5,IS3;IS30;IS5;IS6
NZ_CP129717.1,542d03923806ca8ea99dfa283ca07b5d,2,1,1,3,IS6
NZ_CP019242.1,542ef52e1d3b883b579953140d88877a,1,0,0,0,
NZ_CP079828.1,54361e7c37cfd95036487748591f094a,4,1,2,2,IS5;new
NZ_CP048424.1,543a33a9035ef97f84039be508cefbb4,2,0,0,0,
NC_021528.1,543dedd482720f4274795d12171f1c1e,1,0,0,0,
NZ_OV753636.1,544146764e206b06a1402e4579e9dbfd,4,1,1,2,IS6
NZ_CP028336.1,544684f7976cb062cd95b672c7e8620d,1,0,0,0,
NZ_CP017077.1,5447fcadd957dbed0716153182d3064b,11,0,0,0,
NZ_CP031109.1,54482ec4f0f29ee4c9ed43fbc9d27635,1,1,1,2,IS6
NZ_CP101225.1,544b44f03c66cc58751e57440330bebf,1,0,0,0,
NZ_AP017309.1,54500509433eea592fd93c0866cbf317,4,1,3,3,IS1;IS3;ISAS1
NC_013369.1,5450738c993f256c834c867bffc54191,3,1,0,1,
NZ_CP141854.1,545080c789fbde7fef5f8a60b0a12903,6,1,1,4,IS6
NZ_CP117368.1,5450e9fe25410d98fc28dc3e677b9ac2,1,1,1,5,IS6
NZ_CP068040.1,5454f4d661ab45db251a937db847ee0e,4,0,0,0,
NZ_LR890351.1,5458cc92906697ae20048db44b87de17,2,0,0,0,
NZ_CP047666.1,545a2fe4128b0416e2fb3614550071e1,4,1,1,5,IS6
NZ_LT598664.1,545f4fad9a98b547af86603455d5e2a0,7,1,2,2,IS3;IS6
NZ_CP020890.1,5461242f1929bed7c899cf97c076ff6d,1,0,0,0,
NZ_CP022299.1,5469db2c2ec263a922eaa275566ada67,3,1,1,5,IS3
NZ_CP061871.1,546bc4af617f62ec6a7a945b3a8ad517,1,0,0,0,
NZ_CP022182.1,546fea8e3ea7fbb9d6a9953a7c8292cc,2,0,0,0,
NZ_CP048338.1,547033c0d40fb5c69d40b23b87a0d13c,3,1,2,2,IS1;IS6
NZ_CP029941.1,54734e1fca06e9db5b408521b7a84faf,3,1,1,3,IS6
NZ_AP021915.1,5473fdf803fd664aed7a0022c715a442,5,1,1,3,IS6
NZ_CP083456.1,54782adc6da79ea77a9619803445cc7e,3,0,0,0,
NZ_CP074679.1,547bbb2906335eada9354c9c8b30ed20,2,1,1,2,IS1
NZ_CP109838.1,547bd43305ed55ead33b800d0af6c5e2,1,1,1,2,IS6
NZ_CP059475.1,547cd8e14fefd380b7362bdf296d9a68,1,0,0,0,
NZ_CP035903.1,547db5db83dc0316b54c0d30bb1eddd0,4,1,1,2,IS6
NZ_CP116983.1,5484ced1e537b85b2ce49e5ee9789df3,1,0,0,0,
NZ_CP096572.1,548b391f35372e8309bddd35fe9947ea,4,0,0,0,
NZ_CP022281.1,548bd783f1c60d66b2f299e960141f9d,1,0,0,0,
NZ_CP086115.1,54910827c500e8174b0d009f76183873,1,0,0,0,
NZ_CP014235.1,5491386ebe6656d0626f42aa99e33313,1,0,0,0,
NZ_CP062064.1,54914f42f0e87c0fba438f36d69de416,3,1,1,2,IS3
NZ_CP046417.1,54934839b2cbb35f861fbe0e0a94f662,6,1,1,3,IS6
NC_021871.1,549390fa9b6a2d3a44e81e8d2f279352,2,0,0,0,
NZ_CP101782.1,549c22f3f5cd9da05298ba9c161fec07,1,1,1,7,IS6
NZ_CP044330.1,549cbb8d5fa9585f026e09507f1b4a8c,6,1,1,2,new
NZ_CP065753.1,54a0563ee99f18c9cc569e7637131fcb,1,1,1,3,IS6
NZ_CP079826.1,54a218a6efecf0131890487357ec33c5,1,0,0,0,
NZ_CP050813.1,54a3685878a79c48a5918f8ac8b7f760,3,0,0,0,
NZ_CP087720.1,54a4bbf9167f9d45d18887dd0aa02aaf,9,1,2,9,IS1380;IS5
NZ_CP121304.1,54a6151b9f88b5300ae230fb36335a04,3,0,0,0,
NZ_CP102667.1,54a83bd674ad7f2116b7f3a47b391c65,1,0,0,0,
NZ_CP132989.1,54a95d5f7a90f2113669d5b198fdf4e6,2,1,1,3,IS5
NZ_CP033671.1,54ab6599029438fc2c30d381f2ada9c0,4,0,0,0,
NZ_CP026745.1,54acfd2fe01ee1e24356243b92b17af0,3,0,0,0,
NZ_LR025089.1,54b01a36aa976e5a0ff789e4ac47c3c5,5,1,1,2,IS6
NC_022601.1,54b262147d0d9487e71bcf9490bcfee0,1,0,0,0,
NZ_AP020327.1,54bde31f4c875d104faf68c89e72ab61,1,0,0,0,
NZ_CP063841.1,54c77dc899d652c8865c08d20cc5232b,2,0,0,0,
NZ_CP134810.1,54cd66c407990f2af472bfcc5491a326,2,1,1,3,IS6
NZ_CP068043.1,54cf7df1fa9032c01e749c917c8a0642,4,1,2,4,IS1;IS6
NZ_CP058691.1,54d4bcb4fdbe5fd87317919f3066f351,1,0,0,0,
NZ_CP063876.1,54d55b52ec16dc994a179e81bcd024c8,2,1,1,4,IS6
NZ_CP095789.1,54d92fda8920201f7bf8a524241be2de,2,1,1,7,IS6
NZ_CP057358.1,54db8e476f2ff9ec1a58f5387ecf5434,4,1,2,4,IS4;IS6
NZ_CP038243.1,54e0be888406ab2d1c7e4c3399546a63,1,0,0,0,
NZ_CP040238.1,54e3db4b4c12ed7579c3f19d81332e7a,1,1,1,2,IS6
NZ_CP058876.1,54e67d8f2d28c194407eed3b351ffeb2,2,1,1,2,IS6
NC_014916.1,54e736a2a0f525e3beaefeda0b6ee3da,1,0,0,0,
NZ_CP075348.1,54e7ed4c8d28d518dca0f428e90ebfee,1,1,1,2,IS3
NZ_AP027060.1,54ea6b66b305ca54108f780c3f6f45c1,1,1,1,2,IS3
NZ_CP117195.1,54eaed45ddd9b1908ac0bd3258d4ad26,1,0,0,0,
NZ_CP076869.1,54ef09f0caeada52a6a7ab14bc68b29a,1,0,0,0,
NZ_CP094340.1,54f7b81d7466b60e19eaf8f90979c515,4,1,1,4,IS6
NZ_AP026905.1,54f80df309282e1876170d51cf89c481,3,1,1,2,new
NZ_CP018223.1,54fcfef8dc0e695b85b07f961a3bb58e,1,0,0,0,
NZ_CP067400.1,54feb95204ffd670156ea1b5c77a6e4d,5,1,1,3,IS6
NZ_CP061759.1,5500e256fae23f6e09cf7068086c742d,4,1,1,3,IS6
NZ_CP117201.1,5508e11470cdb551c8ec9dffc270f8e0,1,0,0,0,
NZ_CP010579.1,550a8b763ae6855466a09960be1fae50,2,1,1,2,IS66
NZ_CP050946.1,55116d819e0c0ba7251c3f0f7faa7658,3,0,0,0,
NZ_CP036301.1,551306fd5d9184520aacd3d0c7f6355a,2,1,1,8,IS6
NZ_CP136809.1,5513faef710812489f79cd5a7bddeb4a,1,1,1,5,IS6
NZ_CP143922.1,551cce9765ed5b20c9dc0818bc108958,4,1,1,6,IS6
NZ_CP058154.1,551fbe1af531f59e21a4d5b3e9d28c57,2,0,0,0,
NZ_CP122842.1,5521f46afe072c1d4e6a86687dd4a00c,6,1,1,2,IS1
NZ_CP076818.1,5522d5f6ed96ae59f9f51238249d7202,1,0,0,0,
NZ_CP107299.1,5525b985563fd43d2bb447ebf5448ff4,4,1,1,11,IS6
NZ_CP048563.1,5529125fdb3aeca14c86bf44c6d1bfc4,1,0,0,0,
NZ_CP030283.1,552980ed890e117216bfb90bf9c043a5,2,1,1,4,IS6
NZ_CP054841.1,552c791eea9082a9c0ec05369a1cdd6e,1,0,0,0,
NZ_CP125348.1,55333459836a81350cbd925801b095f6,2,1,1,3,IS6
NZ_CP014271.1,5534ae72a0a2fe7dd53bb41753a4e896,3,1,1,2,IS3
NZ_CP103551.1,55367090dacce519d9e7afad19f0e8f7,1,0,0,0,
NZ_CP090449.1,553a56cbad0ef816a7e2c11e9635f240,3,1,2,2,IS6;IS91
NZ_CP063343.1,553c3f689553f097048299720dea9577,4,1,1,4,IS6
NZ_CP018886.1,5543ffff137551bd97b2ab5cef43fe15,7,0,0,0,
NZ_CP085321.1,554c7e73a2c859ccd2925b70ea1aded6,2,0,0,0,
NZ_CP089510.1,554e93d844011d4b511a865ae709854b,4,1,1,3,IS6
NZ_CP043831.1,5552b6ba2c998ef5509308e94e160cc1,2,0,0,0,
NZ_CP137234.1,5552d94928bb95ff3d7c04a0fe523300,2,1,1,4,IS6
NZ_CP033886.1,555a103e960ff53e03244e7810356538,1,0,0,0,
NZ_CP050367.1,555d4b24808e9915b77aa364dea5bde4,1,1,1,3,IS6
NZ_CP110385.1,5560cc3f5ee4dd7aebb8624aa3c3447b,3,0,0,0,
NZ_CP009316.1,556133b9bdb7f58d62c16420c892585f,3,0,0,0,
NZ_CP035274.1,5567e844ca8d8d541021307c1df05a66,3,1,0,1,
NZ_CP066109.1,556a68ee1ef853c61cc4ada571cf1958,5,1,1,5,IS6
NZ_CP038928.1,556a8ab1cec174e87e1219787256fbe0,6,1,2,5,IS5;IS6
NZ_CP104372.1,556aa579e8a06c7350f9b0ba920f1913,1,0,0,0,
NZ_CP141611.1,55724485fd67e92b3ccb45adab8ba3c1,1,0,0,0,
NZ_CP110800.1,55740fc0e9007b5db5e9f07c44315744,1,0,0,0,
NZ_AP018407.1,5575653d94c7db6aa6cd0ac63265bfe7,1,0,0,0,
NZ_CP046169.1,5577953c80b371683bb6da2757dbbf3b,1,0,0,0,
NZ_CP009296.1,557d82f845836452a746328f99b0d2c8,1,0,0,0,
NZ_CP048063.1,55804adb5ad58a02cd8983af86986915,2,0,0,0,
NZ_CP018670.1,5587a137f4900034725964f0d64a2c6b,5,0,0,0,
NZ_CP021544.1,558841678a9197e8e0ca6312d85dc72f,5,1,1,2,IS6
NZ_CP062860.1,5588ba207f8e9d196b405ecd6dd9fb0f,1,0,0,0,
NZ_AP026408.1,558b928002696aa4a0513c753214daa8,2,1,1,3,IS3
NZ_CP021824.1,558c0bb7110bd94dff7aed361b037f48,7,1,1,3,IS66
NZ_CP070460.1,558cdc0caedb1a727068638a3e091755,5,1,1,3,IS6
NZ_CP039211.1,559cc9144a3574932e41e718b5d66159,3,1,1,2,IS30
NZ_CP044438.1,55a04512afefd25a2724f65cbfc9fd87,6,1,1,8,IS6
NZ_CP082043.1,55a1201171f2b68019f6bcaa8c7983b4,7,1,2,4,IS1;IS6
NZ_CP097060.1,55a13b0d4ce9f22e13da39ab891e8170,1,1,1,4,IS6
NZ_CP031977.1,55a30360b37c42e849ea3535e1f190fa,4,1,1,2,IS1
NZ_CP104140.1,55a4be5eb6dab4ff81dfa4bcc4fe5260,1,0,0,0,
NZ_CP031802.1,55acb60acc92c29a321a068e0c9774ef,2,1,1,3,IS6
NZ_CP024133.1,55ae52ebabba36d712f71460a5fa9f8c,7,1,3,3,IS1;IS3;IS6
NZ_CP041430.1,55bae4b6ed523c5b9b9a4cbf0e2f511b,1,0,0,0,
NC_002128.1,55bcb08e8581b309b456eadd0666eb82,1,0,0,0,
NZ_CP077871.1,55beee36a6f62ed510bd23d7164701a2,1,0,0,0,
NZ_CP142972.1,55c3a586f88af1e88263a6c352877b78,1,0,0,0,
NZ_CP120945.1,55c5e8ade4188e0072e87a357077dd72,1,0,0,0,
NZ_CP103779.1,55c8720f278cd2e9b5a94235eddf1dfb,3,0,0,0,
NZ_CP097689.1,55caf6f31c614cc2fd053c9776f57f82,4,1,1,3,IS6
NZ_CP030293.1,55cb289ce4b0d708c5586297a83aac54,5,1,1,2,IS3
NZ_CP059775.1,55cb8c8318b21a12c1a1b7d8dbf1c4ed,2,1,1,3,IS6
NZ_CP074150.1,55d54090c3faed8ae66a4a4ce5360da0,1,0,0,0,
NZ_CP018426.1,55d684337ced5bd8c91ddf114ca26891,1,0,0,0,
NZ_CP063835.1,55e1e0d459ac13d8225e7d928018660f,1,1,1,8,IS6
NZ_CP060808.1,55e26521f280b4c1184c6eead4d3ec0a,2,0,0,0,
NZ_CP133125.1,55e4b96a00d6379c2faebfd47ec9d161,1,0,0,0,
NZ_CP025751.1,55e5a11ecb647c7949739d86b260bd10,1,0,0,0,
NZ_CP022245.1,55e5d9cd1e898eace92afc1e236ba737,1,1,1,3,IS5
NZ_CP050100.1,55e8507f5a73b372b8d59f5684ed5851,1,0,0,0,
NZ_CP067132.1,55e9619a1dc154042eb051d4865c79d1,2,1,1,2,IS110
NZ_CP125344.1,55f6526cbd001868777eaac15e1067c3,5,1,1,2,IS5
NZ_CP077318.1,55f8baa75337742748e97155feb337a9,3,0,0,0,
NZ_CP062716.1,55f8c8c341ac44b9914c12e0356a873b,2,0,0,0,
NZ_CP050016.1,55fba65dbd189a0c07af5d766c16926e,5,0,0,0,
NZ_CP091070.1,5603bc5ac4fe5e9c5458b3a91831edad,2,1,1,6,IS6
NZ_CP122390.1,560472d04ab5071ac63fbf066e5c9d58,7,1,2,6,IS21;IS6
NZ_CP128493.1,5608babfe5c3e446ddd7148169ce9235,6,0,0,0,
NZ_CP090621.1,560bd3f6e53b8af65b63a53b5a2606f4,3,0,0,0,
NZ_CP118051.1,560dbf7bd3ba9e847b23b1d72a467c6f,2,0,0,0,
NZ_CP119790.1,561127fa58ea6cb80d76724949890ee2,1,0,0,0,
NZ_CP104212.1,5614350b8a771f75b12f4e3b364823d2,1,0,0,0,
NZ_CP035868.1,561c47e6cba3a8787d798ca082f37dfe,3,1,1,2,IS66
NC_020266.1,5621214a74c20f57148c6f0693395c47,1,0,0,0,
NZ_CP104468.1,56233ad0ab906ef7ba8f808c1d7257f7,7,1,4,12,IS1;IS5;IS6;new
NZ_CP044365.1,562cdf5ef5383e41b1105afc0cfa12e1,3,0,0,0,
NZ_CP104304.1,56399e2904cba8c48087a2fab9299aea,2,0,0,0,
NZ_CP054192.1,5639e8aa4d20dfd71141ec49ef7fd838,6,1,1,4,IS6
NZ_CP021931.1,563e96f40329cc176c8b6f4104577d2b,3,1,1,2,IS3
NZ_CP020698.1,56464c9542ecc0ff09b0e4c80f2e9b60,2,1,1,2,IS6
NZ_OW968291.1,564aea2c1aa43285f18c0394521850c2,1,0,0,0,
NZ_CP012121.2,5650871c526e5a9976b181262bcfdcb2,1,0,0,0,
NZ_CP102078.1,5653c3e809d4345c08579e4d49ab2116,3,1,1,3,IS6
NZ_CP022565.1,565ae0d286ac575c9c709d4949c2337d,1,0,0,0,
NZ_CP081283.1,565c65d58d236ea7c8a9d457f1205147,1,0,0,0,
NZ_CP069285.1,565e5bed28b15cb5559200ef25d7cb7e,3,1,0,1,
NZ_CP039174.1,566ced234ecb85acb500e4bde4bcc2b0,2,1,2,3,IS30;IS5
NZ_CP051491.1,566f81c306d5a31c66e089d71224c5fb,5,0,0,0,
NZ_CP109179.1,56728a33967439efde3986357ac51763,10,1,1,2,IS5
NZ_CP109776.1,56749cce97abccdaa57a8ff63384f204,11,1,4,3,IS21;IS3;IS630;IS91
NZ_CP067366.1,56764f36560e93ce6d8bd7db6c7e6571,3,0,0,0,
NZ_CP012984.1,5676624eff3b1faf07cbdcce4ea7b841,2,0,0,0,
NZ_CP013104.1,567c2bc0bd80b3bbeecb2428fc61b6f1,2,1,1,3,IS256
NZ_CP083859.1,567d83b1d5efc05a0e38325db7f6e2e7,2,0,0,0,
NZ_CP021125.1,567f0f807c601372a4d7fb3b37ca7345,7,1,1,3,IS5
NZ_CP066446.1,5685284f97be2b2eb962eb3c258674b0,2,1,1,3,IS6
NZ_CP015261.1,56889ab918b7df2b1be25f53cbc6bdec,1,0,0,0,
NZ_CP114567.1,568922ed04922e01e411c435fcbf50fa,1,0,0,0,
NZ_CP060518.1,568dfcf56feaee87eb02540107591841,1,1,1,2,IS6
NZ_CP091491.1,568fca91287895c14394c82af39dc002,3,0,0,0,
NZ_CP021028.1,5693bd34a59fa63b107c4312235dac94,1,0,0,0,
NZ_CP028619.1,5697b7c31f2a53f3423c2b1361a39d26,1,1,1,2,IS3
NZ_CP040912.1,569e348f2e77409022a6320066336bb6,6,1,1,3,IS6
NC_012634.1,569e3f7d30a9cb057e21f2dd77e61dc3,1,0,0,0,
NZ_CP080015.1,569ed0240bccd7742e8176a859f2d110,2,0,0,0,
NZ_CP018998.1,56a51c248a285e2b2c7f3e18ed56886f,4,1,1,2,IS6
NZ_CP103692.1,56a6e31d9506d346dace2e67c457ec54,1,1,1,2,new
NZ_CP043829.1,56a827bcc2fffe8c9a38b581dca263dd,6,1,1,2,IS21
NZ_CP050863.1,56aa12e988bdb958e07bd472ad249c5e,11,1,4,7,IS1;IS21;IS3;new
NZ_CP053359.1,56ad0002c57d70129c14ea70a83fdd46,3,1,1,3,IS6
NZ_CP116698.1,56ad2649d559644cc6538816e10d1f5b,4,0,0,0,
NZ_CP116972.1,56adfa57e14147445998e24ffb8efd5b,2,0,0,0,
NZ_CP127000.1,56af6f394f85c24e45936ce01a9bd396,4,1,1,2,IS6
NZ_CP010201.1,56b4af4b34048ea718d03fcc3ecf6487,2,0,0,0,
NZ_CP041052.1,56c3946d17decb6168d2752db3060f0f,4,0,0,0,
NZ_CP064214.1,56c695631f49c9d5ee4c40baa7cca8b1,3,1,2,3,IS6;IS66
NZ_CP019260.1,56c7edab47e4e4fc9184a8ba4e5000ab,2,1,1,6,IS6
NZ_CP109950.1,56cc71b2d27198ab716261fad6802504,1,1,1,7,IS6
NZ_CP092268.1,56cffb3be53d5c912a95f3ec663e4e96,1,0,0,0,
NZ_CP114157.1,56da898a0a707ccf2798b98d025006d3,3,1,2,3,IS5;IS630
NZ_CP035039.1,56da9dfad770f0d7860dd59c05150fc9,15,1,5,6,IS5;IS6;IS630;IS66;IS91
NZ_CP039061.1,56de806cc1deb1c2add3063d4b851897,6,1,2,8,IS5;IS6
NZ_CP025007.1,56deb888ee6fe7479940991f928416b5,1,0,0,0,
NZ_CP047220.1,56e235306a1a1c2ab93cf88e161eded4,2,0,0,0,
NZ_CP009340.1,56e24f974c98f4d46daaccef862da6fc,3,0,0,0,
NZ_CP139662.1,56ebd7c30b570cfc0337a37a6b6ed892,8,1,2,3,IS5;IS6
NZ_CP018737.1,56edb991a3da842ca9d1ab195cbf85b9,3,1,1,6,IS6
NZ_CP115362.1,56f191c74bb1f3293e4c54261d4db69a,5,1,1,5,IS6
NZ_CP072143.1,56f483091b3e62ead720e40e9c97f0ae,9,1,1,2,IS4
NZ_CP076707.1,56f4b3b09bb39f593766c964990022ae,4,0,0,0,
NZ_CP028178.1,56fb37eb60bed1c56a8e5f2885a9f231,2,0,0,0,
NZ_CP108366.1,5700f27ff6d6c874e99dcafeeabe943c,15,1,2,2,IS1380;IS5
NZ_CP134381.1,57086ecc8c8d4a83e7771a31091c2a83,1,0,0,0,
NZ_CP019795.1,5708c66caef43e4202263d14f7f9b1bc,2,0,0,0,
NZ_CP015746.1,57121bba796c37af56d8a100b594bb9a,2,0,0,0,
NZ_CP042507.1,5714998b876d412aa4e3b3ec98924401,4,1,1,2,IS630
NZ_CP017364.1,57186ca45e778eacf8587ae261a786cf,2,1,1,2,IS5
NZ_CP133925.1,571dc38d87dfab4a338eef2ace548279,4,0,0,0,
