accession,md5,locus_tag,product,regex_match,category,rohan_transposase_count
NZ_CP060458.1,46c2ec6332e92467b31af368e8f06a6c,H8Z74_RS23730,Tn3-like element ISXc4 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP024190.1,4757c07799e14dc6d93b8c87a328e91d,K6K10_RS23985,insoluble domain protein,ins,unclear_likely_false_positive,1
NZ_AP024190.1,4757c07799e14dc6d93b8c87a328e91d,K6K10_RS24860,Mu transposase C-terminal domain-containing protein,transposase,other_transposase_or_IS,1
NZ_CP024467.1,477423eabc2f7b1437854db913d6f2d4,CPZ97_RS24240,Tn3-like element TnAs3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP024467.1,477423eabc2f7b1437854db913d6f2d4,CPZ97_RS24260,IS1-like element IS1B family transposase,IS,other_transposase_or_IS,3
NZ_CP024467.1,477423eabc2f7b1437854db913d6f2d4,CPZ97_RS24265,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP024467.1,477423eabc2f7b1437854db913d6f2d4,CPZ97_RS24280,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP056240.1,4783534625a2b9d729ff7467a39094b0,HV330_RS26250,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_OW967009.1,47ba6052338459620e1fc55089bcde19,LQ179_RS27250,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP047042.1,47d1e024c11e5539b00618089acc2603,GQY06_RS21990,IS5/IS1182 family transposase,IS,other_transposase_or_IS,1
NZ_CP047042.1,47d1e024c11e5539b00618089acc2603,GQY06_RS21995,transposase,transposase,other_transposase_or_IS,1
NZ_CP047042.1,47d1e024c11e5539b00618089acc2603,GQY06_RS22115,transposase,transposase,other_transposase_or_IS,1
NZ_AP019396.1,4805442b70caa68127036cada35ad117,FNL85_RS14055,transposase,transposase,other_transposase_or_IS,1
NZ_CP118387.1,482ae4c504d63c584be2c777159cd97d,PWH45_RS24980,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP062197.1,486082aae61ff4bc5f934cacaeeb135a,IHE26_RS16690,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP019413.1,4873475555aef923c709fb55a422a300,M2494_RS29625,IS30-like element ISPsy38 family transposase,IS,other_transposase_or_IS,2
NZ_AP019413.1,4873475555aef923c709fb55a422a300,M2494_RS29705,Tn3-like element ISPsy39 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP103239.1,48932f2e9d504deffbf814320456a3a0,NXV61_RS26940,conjugative transposon protein TraK,transposon,other_transposase_or_IS,3
NZ_CP103239.1,48932f2e9d504deffbf814320456a3a0,NXV61_RS26950,conjugative transposon protein TraM,transposon,other_transposase_or_IS,3
NZ_CP103239.1,48932f2e9d504deffbf814320456a3a0,NXV61_RS26955,conjugative transposon protein TraN,transposon,other_transposase_or_IS,3
NZ_CP123559.1,49432f49371e9ef8acb787a60d8862f4,QE197_RS25985,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP137394.1,499de2d3882a080e51103509001a0e63,R5O50_RS29065,Tn3-like element IS3000 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP073998.1,49ea0328e093f228ebad972e6ed0a68c,KFU86_RS23350,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP086898.1,4a38a1bca2f3b17e7ccc537bbdf407ae,LOE20_RS22170,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP122324.1,4a63d0777f57632d6b5ade2006765d0b,A7P62_RS23615,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP122324.1,4a63d0777f57632d6b5ade2006765d0b,A7P62_RS23710,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP118011.1,4a92ed8c54639e5aa15f4d73fb056b1f,PT272_RS15595,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP118011.1,4a92ed8c54639e5aa15f4d73fb056b1f,PT272_RS15630,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_CP036162.1,4a96f98b962812809d77dfe3c9381a15,DCX48_RS00420,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP070584.1,4a9d901894c6b7ac92c9200710090014,JW304_RS02270,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NC_007411.1,4ababb4ac4ce766a80267ba748d47875,AVA_RS27890,IS1/IS1595 family N-terminal zinc-binding domain-containing protein,IS,other_transposase_or_IS,1
NZ_CP124019.1,4aec54145cefcb26c47d74f9e53c6424,QIA30_RS00075,transposase,transposase,other_transposase_or_IS,2
NZ_CP124019.1,4aec54145cefcb26c47d74f9e53c6424,QIA30_RS00090,transposase,transposase,other_transposase_or_IS,2
NZ_CP050368.1,4b04c52ec09001c56452405a3753d1dd,HB636_RS29555,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP069867.1,4b15d70a61081380eb7812819c9421ed,I6K12_RS25025,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP053763.1,4b2d6e2c773a6d1f3aa28592cb1c0320,COO90_RS27350,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP053763.1,4b2d6e2c773a6d1f3aa28592cb1c0320,COO90_RS27365,transposase,transposase,other_transposase_or_IS,1
NZ_CP039154.1,4b53de255cd392b91cf6d46ebcc32860,E5Y90_RS17320,IS1182 family transposase,IS,other_transposase_or_IS,1
NZ_CP056325.1,4b5ba8b41817f956b6ce5b0e598e164c,HV285_RS28785,IS481 family transposase,IS,other_transposase_or_IS,2
NZ_CP056325.1,4b5ba8b41817f956b6ce5b0e598e164c,HV285_RS28165,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP056325.1,4b5ba8b41817f956b6ce5b0e598e164c,HV285_RS28210,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP067036.1,4b7cab3204f1476262da1aaed585fae3,EML540_RS26480,IS110-like element IS4321 family transposase,IS,other_transposase_or_IS,3
NZ_CP067036.1,4b7cab3204f1476262da1aaed585fae3,EML540_RS26500,IS110-like element IS4321 family transposase,IS,other_transposase_or_IS,3
NZ_OX460977.1,4bd04a5be3a7dd4ff35927e064e20718,QOS94_RS15785,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_OX460977.1,4bd04a5be3a7dd4ff35927e064e20718,QOS94_RS15885,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP036078.1,4c6a2b8a5509ff1818609c3e4a509c93,EXW59_RS01315,insecticidal delta-endotoxin domain-containing protein,ins,unclear_likely_false_positive,1
NZ_CP083010.1,4cf6dd96f51d6df40fa82de5100d5fa3,K9F29_RS28160,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,2
NZ_CP083010.1,4cf6dd96f51d6df40fa82de5100d5fa3,K9F29_RS28225,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP028143.1,4d02b1bdd90b1aa0971eb71e07db1494,C9I78_RS25870,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NC_007486.1,4d072440e8805d0c44fce7493c86c2d0,RER_RS01765,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP122621.1,4d5da629f11a078df36849f60358a703,QDW69_RS26880,IS91-like element IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP059087.1,4da14f5627ffadc8317f8cc06041b16b,H0Z11_RS00085,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP065645.1,4db7151769302b620dfdb12839a1fefe,I6G80_RS00300,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP053083.1,4de29765910999da27914e3e8a5eb71c,HKW69_RS26675,IS1-like element IS1B family transposase,IS,other_transposase_or_IS,1
NZ_AP017631.1,4de66d898acae2db5985bd2ea9353afd,CPY96_RS14290,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP061860.1,4e2d6c59d674557fd71819087de92a35,IC627_RS23235,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_AP024188.1,4e2f4fe70396cd80d6395413f65f2046,K6K08_RS23885,insoluble domain protein,ins,unclear_likely_false_positive,1
NZ_AP024188.1,4e2f4fe70396cd80d6395413f65f2046,K6K08_RS24620,Mu transposase C-terminal domain-containing protein,transposase,other_transposase_or_IS,1
NZ_CP021276.1,4e9940744890f218d92dce36b5253077,CA938_RS16275,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP024936.1,4ef20177c69f96c24ac7e372513fdccf,LDO80_RS13250,transposase family protein,transposase,other_transposase_or_IS,1
NZ_AP024936.1,4ef20177c69f96c24ac7e372513fdccf,LDO80_RS12905,transposase,transposase,other_transposase_or_IS,1
NZ_CP069963.1,4ef3d4e7162cdb9b397da216703286e4,I6K37_RS25935,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,1
NZ_CP099992.1,4f070d0e3bea92987a7944e18f3c9870,NHN23_RS13455,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,4
NZ_CP099992.1,4f070d0e3bea92987a7944e18f3c9870,NHN23_RS13460,transposase,transposase,other_transposase_or_IS,4
NZ_CP099992.1,4f070d0e3bea92987a7944e18f3c9870,NHN23_RS13470,IS6 family transposase,IS,other_transposase_or_IS,4
NZ_CP099992.1,4f070d0e3bea92987a7944e18f3c9870,NHN23_RS13475,Tn3 family transposase,Tn3,tn3_family_unit_transposon,4
NZ_CP099992.1,4f070d0e3bea92987a7944e18f3c9870,NHN23_RS13720,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,4
NZ_CP123737.1,4f149350181b500e1e8c0e5ebc039f2d,QEJ78_RS12040,transposase,transposase,other_transposase_or_IS,1
NZ_CP124485.1,4f1e465fd7fb93deb8bf8a9f4b88f635,QJP96_RS25115,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,1
NZ_CP128942.1,4f42cb87c03c0eecfcc34daafc28b17c,QVM96_RS25220,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP128942.1,4f42cb87c03c0eecfcc34daafc28b17c,QVM96_RS25240,Tn3-like element TnAs3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP006924.1,4f630a5334868751e0789f1542789e57,KPNJ1_RS26580,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP025885.1,4f695b67190e843f1bbf25caa32a7d29,CXX05_RS26540,IS110-like element ISShdy1 family transposase,IS,other_transposase_or_IS,1
NZ_CP025885.1,4f695b67190e843f1bbf25caa32a7d29,CXX05_RS27440,ISNCY family transposase,IS,other_transposase_or_IS,1
NZ_CP071854.1,4f912bf9af7d8b45541ffa97e323782e,J4N44_RS27505,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP113802.1,4f9e5fbf64449c6f3be771ce5e01cba8,OQN32_RS29035,insoluble domain protein,ins,unclear_likely_false_positive,1
NZ_CP016601.1,4fa910b20873f874ea8461b224cf2ffb,BCR17_RS08835,IS5 family transposase,IS,other_transposase_or_IS,1
NZ_CP079141.1,4fb655fa060b04aa8603b25865fc830c,KWY70_RS28665,lipoprotein insertase outer membrane protein LolB,ins,unclear_likely_false_positive,1
NZ_CP101828.1,5038a994fd9b039db196761f0fdcf458,NOG13_RS09375,IS1182 family transposase,IS,other_transposase_or_IS,1
NZ_CP089602.1,50a0989a5ef58a9ffed9228614fe0a02,LRS65_RS27140,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP134379.1,50ace9b8ad7e7eac4f60890e5c664dd8,RJ644_RS24675,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP134379.1,50ace9b8ad7e7eac4f60890e5c664dd8,RJ644_RS25045,defense against restriction DarA-related protein,ins,unclear_likely_false_positive,1
NZ_CP053226.1,50ee526ef0ea7083d346fdadf3412a45,EGM87_RS24470,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP026603.1,50f4ac57f2bac136af82460aa41bc1f9,C3495_RS14685,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP046124.1,5111f3486178ad05c2383ba2f0fed767,GFU50_RS17675,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP044034.1,515e204dfae6cae03d9c4eb54ba10a1e,FOB39_RS26760,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP040365.1,51954895d154d49818267dcde4de6391,FED53_RS00075,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP053565.1,51c82f87599beed27ec782b1856b8523,HOP40_RS34690,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP041397.1,521e528c83d19cc21b5afc645b5fe459,DYI28_RS29970,IS4 family transposase,IS,other_transposase_or_IS,4
NZ_CP041397.1,521e528c83d19cc21b5afc645b5fe459,DYI28_RS30165,conjugative transposon protein TraK,transposon,other_transposase_or_IS,4
NZ_CP041397.1,521e528c83d19cc21b5afc645b5fe459,DYI28_RS30175,conjugative transposon protein TraM,transposon,other_transposase_or_IS,4
NZ_CP041397.1,521e528c83d19cc21b5afc645b5fe459,DYI28_RS30180,conjugative transposon protein TraN,transposon,other_transposase_or_IS,4
NZ_OY725922.1,5222b7ddfb38f9fc9a3bf138a82e19d6,UHF62_RS10015,ISL3 family transposase,IS,other_transposase_or_IS,1
NZ_CP032260.1,524371208f907d2a62f1061d3296a39c,AM446_RS01490,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP032260.1,524371208f907d2a62f1061d3296a39c,AM446_RS01750,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_CP097036.1,526757618542f3fecf21825215ab8648,M2913_RS14125,IS6 family transposase,IS,other_transposase_or_IS,2
NZ_CP097036.1,526757618542f3fecf21825215ab8648,M2913_RS14155,IS6 family transposase,IS,other_transposase_or_IS,2
NZ_CP040649.1,5274f5859bd27c6cd456bb8671b29843,FGF60_RS24210,IS1-like element IS1A family transposase,IS,other_transposase_or_IS,1
NZ_CP115460.1,5296dbe337f4f2b39ef4cf8c4eccd535,PAE53_RS27505,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP040729.1,52a445b96703381e02db132009a6dc0f,FGF03_RS29500,Tn3-like element IS3000 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP095452.1,52b244aada477a9e89b083a9cfd3fd04,MWN28_RS26615,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,1
NZ_CP103693.1,5325b1e181e26a0750b113bb834b03c7,M5T43_RS30575,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP103379.1,534ce7e78464bbb67743d87201daa5cd,NXY38_RS24645,conjugative transposon protein TraM,transposon,other_transposase_or_IS,1
NZ_CP036081.1,53a7748075824095be76f7df5d2fb4a1,EXW59_RS03835,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,3
NZ_CP036081.1,53a7748075824095be76f7df5d2fb4a1,EXW59_RS03855,insecticidal delta-endotoxin domain-containing protein,ins,unclear_likely_false_positive,3
NZ_CP036081.1,53a7748075824095be76f7df5d2fb4a1,EXW59_RS33095,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP036081.1,53a7748075824095be76f7df5d2fb4a1,EXW59_RS04190,IS607 family transposase,IS,other_transposase_or_IS,3
NZ_CP036081.1,53a7748075824095be76f7df5d2fb4a1,EXW59_RS04195,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,3
NZ_CP091919.1,53a7828df4ceb778d4f602d9e6ee2ef4,L6494_RS29925,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP023401.1,53d66b3f44b9ae9f5a44265df94d4de7,IFA22_RS24865,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_AP023401.1,53d66b3f44b9ae9f5a44265df94d4de7,IFA22_RS25090,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP117816.1,541cfdabe93063b888da403ce7de5e1c,PT256_RS00075,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP117623.1,5422da4e9b0cfaae93b29e8b5ab236ca,PS039_RS24925,IS1-like element IS1A family transposase,IS,other_transposase_or_IS,1
NZ_CP120421.1,546b1fa8d62f2bbef2b6f44bc61a05a0,P3G65_RS11820,IS6-like element IS1216 family transposase,IS,other_transposase_or_IS,1
NZ_CP086895.1,546c490a169914cc3e0dc9e3c96c8da2,LOE20_RS19340,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP133894.1,54acc48ebefca6c53251e99f7fee34a0,RHS38_RS25250,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP028721.1,54ca9a7745d98d701f722f91dcabd2a8,C7I32_RS15415,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP095070.1,54f32812814b6a754fb06428bbf60cd9,MUN86_RS30520,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP095070.1,54f32812814b6a754fb06428bbf60cd9,MUN86_RS30840,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,2
NZ_CP041294.1,54f3f1341c40a13b1bbe33d2e882ea15,FK538_RS00045,IS256 family transposase,IS,other_transposase_or_IS,1
NZ_CP017320.1,552f962ba50313deb09233d996ca7eba,BIU85_RS23060,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP017320.1,552f962ba50313deb09233d996ca7eba,BIU85_RS24955,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP060457.1,55859efbc882f48bf9d9b710f4bb4008,H8Z74_RS22935,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP024128.1,55e968888f57a4fc96b5238acd463c01,CR534_RS27245,IS30-like element ISApl1 family transposase,IS,other_transposase_or_IS,1
NZ_CP069403.1,5618a25015d966261f2c4e736400262f,ICR95_RS28085,IS1634 family transposase N-terminal domain-related protein,IS,other_transposase_or_IS,1
NZ_CP069403.1,5618a25015d966261f2c4e736400262f,ICR95_RS28135,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP014312.1,5622caf914b42956b3f80a1b8348b415,AXG89_RS34395,IS21-like element helper ATPase IstB,IS,other_transposase_or_IS,2
NZ_CP014312.1,5622caf914b42956b3f80a1b8348b415,AXG89_RS34400,IS21 family transposase,IS,other_transposase_or_IS,2
NZ_AP024182.1,5631b0bccf14695046afeee997f82c1e,K6K03_RS24220,insoluble domain protein,ins,unclear_likely_false_positive,1
NZ_AP024182.1,5631b0bccf14695046afeee997f82c1e,K6K03_RS24935,Mu transposase C-terminal domain-containing protein,transposase,other_transposase_or_IS,1
NZ_CP083542.1,5664894b62564b8f5c83e3e44dcaf866,K3554_RS16270,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP038387.1,566bb2a4c32674687008b3b7c0be50ea,E3157_RS24955,IS91-like element ISCR2 family transposase,IS,other_transposase_or_IS,1
NZ_OY725751.1,568a7f6652ed1c79692ce4941bfa01e1,UNS60_RS04850,membrane protein insertase YidC,ins,unclear_likely_false_positive,1
NZ_CP070574.1,56a812b6f738f4f5b03e51c101c1ae62,JW302_RS19595,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP123368.1,56cd6c7a9dfd5a4b1d802f6ebd4e225f,KOL65_RS21720,ISKra4 family transposase,IS,other_transposase_or_IS,1
NC_022042.1,56ed78ec6e5751ee8329f6a53f2aac6a,JCM7686_RS17885,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP087088.1,56f435174f2436c53c2e2dcf75e032da,LOE33_RS24170,ISKra4 family transposase,IS,other_transposase_or_IS,2
NZ_CP087088.1,56f435174f2436c53c2e2dcf75e032da,LOE33_RS24190,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP114589.1,56f59a059cdaf32443771267341c7e98,N8M53_RS14595,penicillin-insensitive murein endopeptidase,ins,unclear_likely_false_positive,1
NZ_CP103132.1,57294f966bc0dd3cc51c1800031bee30,NXX44_RS28075,conjugative transposon protein TraK,transposon,other_transposase_or_IS,3
NZ_CP103132.1,57294f966bc0dd3cc51c1800031bee30,NXX44_RS28085,conjugative transposon protein TraM,transposon,other_transposase_or_IS,3
NZ_CP103132.1,57294f966bc0dd3cc51c1800031bee30,NXX44_RS28090,conjugative transposon protein TraN,transposon,other_transposase_or_IS,3
NZ_CP103132.1,57294f966bc0dd3cc51c1800031bee30,NXX44_RS28230,IS1380-like element ISBf12 family transposase,IS,other_transposase_or_IS,3
NZ_CP126868.1,57a2aadfc688cc63554d62cb7b79a58f,QPR64_RS24395,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP048881.1,57c5a7d4a56bd0c6df9e2ddbcd2ede0c,G4Y78_RS30350,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP103248.1,57dccc419824ffed45324bfd308d17d2,NXX51_RS25890,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP010824.1,580148a82f9fe63c32096033a9ba604f,TO73_RS11635,transposase,transposase,other_transposase_or_IS,1
NZ_CP010824.1,580148a82f9fe63c32096033a9ba604f,TO73_RS14055,transposase,transposase,other_transposase_or_IS,1
NZ_CP102150.1,5891b36a50426a2d959c089cc56a2fff,NQZ89_RS11650,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,1
NZ_CP056534.1,58b179200d623cfc02eea06507c80c5e,HV193_RS27805,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP088189.1,592e3e6faee22d62027899d245700581,LQ049_RS13295,transposase,transposase,other_transposase_or_IS,1
NZ_CP017573.1,59334d3b445964d8cfe336579ef21739,BJG91_RS00140,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP048890.1,5945c6880ba6504334e6e7fdd28f1158,BMG_RS31025,oxygen-insensitive NADPH nitroreductase,ins,unclear_likely_false_positive,1
NZ_CP077998.1,5977f7510b0f5f4c58e049f16e363342,KUU75_RS30990,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP087028.1,59a010b8d0064d10259a269edabce69c,LOE44_RS21480,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP086885.1,59dc8cbda2aed473742a12d9ec773039,LOE22_RS24080,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP056536.1,5a094a9a8269ef9b8d96b1e0c2f477d9,HV193_RS27865,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP072795.1,5a20b20d5b440331b23acf30a1bd2559,J9260_RS18075,IS701 family transposase,IS,other_transposase_or_IS,1
NZ_CP007144.1,5a4bf264eb20a1ef08f9f3bf4524bc1f,HSW_RS00225,IS1182 family transposase,IS,other_transposase_or_IS,2
NZ_CP007144.1,5a4bf264eb20a1ef08f9f3bf4524bc1f,HSW_RS25125,IS3 family transposase,IS,other_transposase_or_IS,2
NZ_CP007144.1,5a4bf264eb20a1ef08f9f3bf4524bc1f,HSW_RS23320,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
