accession,rohan_transposase_count,isescan_is_copies,isescan_complete,isescan_partial
NZ_AP028051.1,11,9,7,2
NZ_AP028052.1,11,9,6,3
NZ_CP018797.1,11,16,11,5
NZ_CP018798.1,20,25,16,9
NZ_CP098525.1,28,21,12,9
NZ_CP032192.1,10,7,6,1
NZ_CP032193.1,6,6,5,1
NZ_OW968289.1,15,19,14,5
NZ_OW968290.1,3,3,1,2
NZ_OW968291.1,5,3,1,2
NZ_CP071313.1,18,15,10,5
NZ_CP071314.1,15,12,2,10
NZ_CP020895.2,11,10,4,6
NZ_AP022514.1,15,17,13,4
NZ_AP022515.1,16,13,13,0
NZ_CP041512.1,27,44,25,19
NZ_CP028658.1,6,8,6,2
NZ_CP041619.1,10,14,9,5
NZ_CP041621.1,1,1,0,1
NZ_CP009639.1,2,1,0,1
NZ_CP009636.1,6,6,5,1
NZ_CP062903.1,8,9,5,4
NZ_CP062902.1,3,3,2,1
NZ_CP041430.1,4,4,2,2
NZ_CP036041.1,23,41,32,9
NZ_CP024474.1,6,11,5,6
NZ_CP024475.1,4,4,4,0
NZ_CP024476.1,38,75,33,42
NZ_CP096732.1,2,4,2,2
NZ_CP096733.1,2,2,2,0
NZ_CP096363.1,14,19,12,7
NZ_CP082797.1,4,12,3,9
NZ_CP082798.1,4,7,4,3
NZ_LR594660.1,27,23,12,11
NZ_LR594661.1,1,1,1,0
NZ_CP077692.1,5,10,7,3
NZ_CP104372.1,7,11,8,3
NZ_CP016471.1,3,3,1,2
NZ_CP047538.1,13,12,8,4
NZ_CP047539.1,3,2,1,1
NZ_CP023948.1,10,11,7,4
NZ_CP023947.1,19,22,16,6
NZ_CP035215.1,13,24,18,6
NZ_CP035216.1,18,24,16,8
NZ_CP035217.1,4,5,4,1
NZ_CP012203.1,15,9,3,6
NZ_AP019793.1,14,12,8,4
NZ_CP029990.1,4,4,3,1
NZ_CP126475.1,10,14,9,5
NZ_CP126476.1,10,15,8,7
NZ_CP047610.1,5,5,2,3
NZ_CP047613.1,5,5,3,2
NZ_CP050307.1,15,25,9,16
NZ_CP050304.1,12,17,7,10
NZ_CP050305.1,7,10,4,6
NZ_CP050306.1,5,7,3,4
NZ_CP014121.1,17,22,13,9
NZ_CP014124.1,5,6,4,2
NZ_CP014125.1,4,4,2,2
NZ_CP014122.1,3,2,2,0
NZ_CP040039.1,5,4,3,1
NZ_CP102890.1,5,4,4,0
NZ_CP021471.1,2,4,1,3
NZ_CP021472.1,3,2,1,1
NZ_CP021475.1,5,8,5,3
NZ_LR135308.1,38,38,31,7
NZ_LR135309.1,2,1,1,0
NZ_LR135310.1,4,7,5,2
NZ_LR135311.1,9,7,6,1
NZ_LR135312.1,1,1,0,1
NZ_CP015881.1,19,17,8,9
NZ_CP015882.1,16,15,9,6
NZ_CP069667.1,13,13,10,3
NZ_CP069669.1,1,1,1,0
NZ_CP099589.1,4,4,2,2
NZ_CP040273.1,18,13,7,6
NZ_CP040274.1,13,7,0,7
NZ_CP040275.1,11,12,4,8
NZ_CP040276.1,11,8,2,6
NZ_CP040278.1,11,6,6,0
NZ_CP016313.1,5,3,3,0
NZ_CP038323.1,2,8,1,7
NZ_CP038322.1,8,5,4,1
NC_014254.1,10,6,2,4
NZ_CP008890.1,4,5,1,4
NZ_CP082996.1,5,5,5,0
NZ_CP082997.1,4,7,5,2
NZ_CP124333.1,14,9,6,3
NZ_CP089326.1,28,36,26,10
NZ_CP089327.1,13,14,6,8
NZ_CP141540.1,23,32,25,7
NZ_CP141541.1,4,4,4,0
NC_018486.1,8,5,5,0
NC_018501.1,5,2,1,1
NC_018487.1,7,5,5,0
NC_018488.1,4,1,1,0
NC_018489.1,1,0,0,0
NZ_OX461091.1,1,1,1,0
NZ_CP069997.1,1,2,2,0
NZ_CP069998.1,9,13,9,4
NZ_CP069999.1,1,1,0,1
NZ_CP135476.1,17,17,14,3
NZ_CP135477.1,15,14,12,2
NZ_CP135478.1,3,2,2,0
NZ_CP135479.1,3,5,3,2
NZ_CP119973.1,12,15,7,8
NZ_CP119974.1,3,2,0,2
NZ_CP119975.1,7,8,2,6
NZ_CP108555.1,20,21,16,5
NZ_CP116673.1,3,2,0,2
NZ_CP011943.1,4,4,3,1
NZ_CP138516.1,4,6,3,3
NZ_CP034329.1,7,3,3,0
NZ_CP034331.1,1,0,0,0
NC_010727.1,4,1,1,0
NC_010721.1,1,0,0,0
NZ_CP027581.1,1,7,5,2
NZ_CP139392.1,8,7,6,1
NZ_CP139391.1,2,1,1,0
NZ_CP137237.1,4,3,2,1
NZ_CP077697.1,1,3,1,2
NZ_AP022495.1,14,16,12,4
NZ_AP022496.1,9,11,7,4
NZ_AP022497.1,8,11,10,1
NZ_CP040873.1,5,7,4,3
NZ_CP040876.1,12,8,6,2
NZ_CP040874.1,1,1,1,0
NZ_CP092188.1,7,9,5,4
NZ_CP092192.1,1,1,1,0
NZ_CP092193.1,1,1,1,0
NZ_CP092194.1,8,9,3,6
NZ_CP092195.1,1,0,0,0
NZ_CP092196.1,27,44,14,30
NZ_CP049317.1,25,27,20,7
NZ_CP049318.1,23,15,12,3
NZ_CP049319.1,78,88,43,45
NZ_CP049320.1,9,10,4,6
NZ_CP049321.1,13,10,7,3
NZ_CP049322.1,4,6,2,4
NZ_CP049323.1,2,2,0,2
NZ_CP068080.1,1,2,1,1
NZ_CP115216.1,6,4,3,1
NZ_CP115217.1,6,5,3,2
NZ_CP032432.2,4,7,7,0
NZ_CP032433.2,3,3,1,2
NZ_CP127214.1,1,2,1,1
NZ_CP071225.1,4,5,5,0
NZ_CP047425.1,1,0,0,0
NZ_CP033221.1,1,4,2,2
NZ_CP087161.1,26,19,13,6
NZ_CP087162.1,3,4,3,1
NZ_CP068683.1,1,1,1,0
NZ_CP118617.1,30,67,33,34
NZ_CP028628.1,6,10,5,5
NZ_CP086964.1,9,9,7,2
NZ_CP086965.1,5,3,1,2
NZ_CP086966.1,7,8,5,3
NZ_CP086968.1,1,0,0,0
NZ_CP086969.1,3,2,0,2
NZ_CP086970.1,2,1,1,0
NZ_CP071297.1,2,3,2,1
NZ_CP071296.1,9,13,9,4
NZ_CP019598.1,2,1,1,0
NZ_CP047966.1,15,19,8,11
NZ_CP047968.1,1,1,0,1
NZ_CP047969.1,2,3,1,2
NZ_CP017076.1,30,36,22,14
NZ_CP017077.1,29,45,27,18
NZ_CP017078.1,32,26,15,11
NZ_CP017079.1,4,1,1,0
NZ_CP115715.1,4,6,3,3
NZ_CP115716.1,21,26,19,7
NZ_OY725717.1,28,18,6,12
NZ_OY725721.1,2,1,0,1
NZ_OY725723.1,1,1,0,1
NZ_CP122877.1,4,2,2,0
NZ_CP122878.1,22,27,11,16
NC_010580.1,7,15,8,7
NZ_CP065153.1,32,31,16,15
NZ_CP130695.1,12,14,11,3
NZ_CP130692.1,11,14,9,5
NZ_CP130694.1,19,25,17,8
NZ_CP042108.1,1,2,2,0
NC_015698.1,1,1,1,0
NZ_CP084013.1,18,8,7,1
NC_008573.1,10,12,8,4
NZ_CP123896.1,2,2,2,0
NZ_CP094774.1,2,6,5,1
NZ_CP087682.1,1,1,1,0
NZ_CP047667.1,12,18,10,8
NZ_CP047666.1,22,22,17,5
NZ_CP096111.2,16,15,12,3
NZ_CP036244.1,10,12,7,5
NZ_CP100107.1,20,23,16,7
NZ_CP100108.1,5,6,5,1
NZ_CP100109.1,7,9,6,3
NZ_CP083717.1,1,0,0,0
NZ_CP059470.1,23,24,14,10
NZ_CP059469.1,26,29,17,12
NZ_AP023334.1,10,8,7,1
NZ_AP023335.1,6,4,4,0
NZ_CP083992.1,16,25,16,9
NZ_CP014292.1,3,4,4,0
NZ_CP095126.1,2,1,1,0
NZ_CP095127.1,2,1,1,0
NZ_CP095128.1,7,7,5,2
NZ_CP011038.1,6,5,3,2
NZ_CP009357.1,2,2,2,0
NZ_CP050905.1,2,4,2,2
NZ_CP008851.1,4,1,0,1
NZ_CP056851.1,19,16,12,4
NZ_CP036093.1,13,17,11,6
NZ_CP036092.1,10,8,7,1
NZ_CP101826.1,26,26,18,8
NZ_CP088987.1,14,22,11,11
NZ_CP088986.1,8,8,6,2
NZ_CP027356.1,13,10,6,4
NZ_CP027357.1,10,11,8,3
NZ_CP104331.1,18,21,16,5
NZ_CP028427.1,4,4,3,1
NZ_CP071523.1,6,11,4,7
NZ_CP046917.1,1,1,1,0
NZ_CP055011.1,17,17,15,2
NZ_CP055012.1,23,21,21,0
NZ_CP055013.1,14,18,11,7
NZ_CP055014.1,5,7,2,5
NZ_CP086763.1,3,1,0,1
NZ_CP086762.1,44,54,35,19
NZ_CP143580.1,15,17,13,4
NZ_CP143581.1,1,0,0,0
NZ_CP143582.1,4,3,2,1
NZ_CP041648.1,14,18,11,7
NZ_CP045733.1,7,9,5,4
NZ_CP116072.1,8,12,7,5
NZ_CP116073.1,2,0,0,0
NZ_LR132068.1,14,13,10,3
NZ_CP106863.1,4,6,3,3
NZ_CP106864.1,3,3,2,1
NZ_CP102503.1,8,10,9,1
NZ_CP102505.1,1,1,1,0
NZ_CP102507.1,1,0,0,0
NZ_CP102504.1,5,3,3,0
NZ_CP102502.1,7,13,7,6
NZ_CP102501.1,19,19,16,3
NZ_AP022812.1,6,12,7,5
NZ_AP022813.1,1,0,0,0
NZ_CP048495.1,1,3,2,1
NZ_CP048494.1,1,6,2,4
NZ_CP070151.1,6,9,5,4
NZ_CP044187.1,7,4,2,2
NZ_CP038023.1,3,8,4,4
NZ_CP038024.1,3,3,3,0
NZ_CP038025.1,7,12,5,7
NZ_CP110998.1,20,22,15,7
NC_019387.1,8,5,3,2
NC_019388.1,2,1,0,1
NZ_CP035853.1,25,28,12,16
NZ_CP035852.1,14,14,4,10
NZ_CP035851.1,15,12,9,3
NZ_CP035854.1,1,2,0,2
NZ_CP070610.1,17,30,14,16
NZ_CP070611.1,12,23,7,16
NZ_CP070612.1,2,0,0,0
NZ_CP070613.1,2,6,1,5
NZ_CP064181.1,4,8,3,5
NZ_CP061579.1,5,10,5,5
NZ_CP110986.1,39,51,28,23
NZ_CP110987.1,2,1,0,1
NZ_CP050832.1,14,14,9,5
NZ_CP032318.1,1,0,0,0
NZ_CP032319.1,4,0,0,0
NZ_CP137218.1,3,0,0,0
NZ_CP137219.1,8,7,6,1
NZ_CP128920.1,2,2,0,2
NZ_CP128921.1,6,4,3,1
NZ_CP097680.1,21,24,14,10
NZ_CP097681.1,5,4,2,2
NZ_CP097682.1,6,6,5,1
NZ_CP026813.1,34,53,30,23
NZ_CP065736.1,1,4,4,0
NZ_LR135198.1,33,42,28,14
NZ_LR135199.1,3,2,2,0
NZ_LR135200.1,8,8,6,2
NZ_CP069167.1,27,26,14,12
NZ_CP097070.1,2,5,3,2
NZ_CP097071.1,3,2,2,0
NZ_CP040501.1,1,1,1,0
NZ_CP066585.1,17,31,23,8
NZ_CP066586.1,10,10,9,1
NZ_CP066587.1,3,1,0,1
NZ_CP030162.1,2,8,4,4
NZ_CP127013.1,8,10,8,2
NZ_CP084285.1,1,1,1,0
NZ_CP084287.1,35,35,19,16
NZ_CP056366.1,17,14,13,1
NZ_CP093256.1,16,29,18,11
NZ_CP011916.1,7,10,8,2
NZ_CP100235.1,25,25,12,13
NZ_CP100236.1,16,11,10,1
NZ_CP100237.1,24,17,15,2
NZ_CP009783.1,4,10,2,8
NZ_CP009784.1,9,8,5,3
NZ_CP028979.1,4,4,0,4
NZ_CP028980.1,4,3,0,3
NZ_OX341520.1,6,3,0,3
NZ_OX341519.1,4,3,2,1
NZ_AP022121.1,8,13,5,8
NZ_AP022122.1,4,5,3,2
NZ_CP073286.1,15,25,12,13
NZ_CP107978.1,28,29,9,20
NZ_CP053290.1,13,10,7,3
NZ_OX637965.1,13,15,9,6
NZ_CP084493.1,23,29,23,6
NZ_CP084494.1,21,18,17,1
NZ_CP082159.1,19,28,9,19
NZ_CP025516.1,6,10,6,4
NZ_CP025517.1,9,14,10,4
NZ_CP028124.1,17,19,5,14
NZ_CP110314.1,5,7,5,2
NZ_CP124512.1,12,10,5,5
NZ_CP051699.1,3,6,1,5
NZ_CP103752.1,23,20,16,4
NZ_CP103754.1,4,4,4,0
NZ_CP069902.1,3,3,1,2
NZ_CP069903.1,23,24,19,5
NZ_CP069904.1,48,46,38,8
NZ_CP069906.1,4,2,1,1
NZ_AP022922.1,15,17,14,3
NZ_AP022925.1,1,2,1,1
NZ_CP085184.1,5,6,5,1
NZ_CP085186.1,3,3,3,0
NZ_CP085185.1,2,2,2,0
NZ_AP020321.1,4,3,3,0
NZ_CP121255.1,1,2,0,2
NZ_CP121260.1,2,1,1,0
NZ_CP121259.1,1,2,2,0
NZ_CP121257.1,5,7,4,3
NZ_CP121258.1,5,5,5,0
NZ_LR135333.1,31,29,20,9
NZ_LR135334.1,7,6,6,0
NZ_LR135335.1,6,7,5,2
NZ_LR135336.1,2,1,1,0
NZ_CP065214.1,1,0,0,0
NZ_CP022909.1,3,3,3,0
NZ_CP039220.1,72,71,52,19
NZ_CP039221.1,26,27,14,13
NZ_CP039222.1,34,26,15,11
NZ_CP039223.1,26,24,14,10
NZ_CP039224.1,1,0,0,0
NZ_CP039225.1,17,15,12,3
NZ_CP039226.1,6,5,2,3
NZ_CP114165.1,29,34,26,8
NZ_CP114166.1,10,9,5,4
NZ_CP019036.1,5,3,1,2
NZ_CP019037.1,10,12,6,6
NZ_CP080596.1,11,14,13,1
NZ_CP072388.1,3,1,1,0
NZ_CP094384.1,4,4,2,2
NZ_CP020496.1,14,16,12,4
NZ_CP008815.1,2,0,0,0
NZ_CP008814.1,4,3,2,1
NZ_CP050494.1,3,7,3,4
NZ_CP050495.1,2,4,2,2
NZ_CP010955.1,2,1,1,0
NZ_CP010956.1,16,15,13,2
NZ_CP010957.1,3,4,3,1
NZ_CP010958.1,6,5,4,1
NZ_CP010959.1,3,2,2,0
NZ_CP010960.1,2,1,1,0
NZ_CP042809.1,17,19,12,7
NZ_CP042810.1,5,4,2,2
NZ_CP042811.1,5,3,0,3
NZ_CP012636.1,11,16,7,9
NZ_CP038914.1,53,62,28,34
NZ_CP038915.1,17,14,10,4
NZ_CP038916.1,10,12,6,6
NZ_CP038917.1,2,3,1,2
NZ_CP042557.1,30,23,20,3
NZ_CP042558.1,6,9,0,9
NZ_CP019561.1,17,21,17,4
NZ_AP019699.1,2,0,0,0
NC_017163.1,2,2,2,0
NZ_CP095722.1,1,0,0,0
NZ_CP061207.1,6,14,5,9
NZ_CP104167.1,40,43,14,29
NZ_CP104168.1,28,35,14,21
NZ_CP062957.1,3,2,2,0
NZ_CP062958.1,1,1,1,0
NZ_CP044451.1,22,25,13,12
NZ_CP044452.1,3,3,3,0
NZ_CP076710.1,1,2,0,2
NZ_CP076711.1,4,13,6,7
NZ_CP064114.1,3,3,2,1
NZ_CP064115.1,7,4,3,1
NZ_CP064116.1,7,8,5,3
NZ_CP104527.1,33,40,31,9
NZ_CP104528.1,2,4,3,1
NZ_CP104529.1,7,6,4,2
NZ_CP034654.1,6,3,2,1
NZ_CP027513.1,30,39,27,12
NZ_CP027514.1,1,0,0,0
NZ_CP027516.1,6,7,6,1
NZ_CP109949.1,20,29,17,12
NZ_CP109950.1,12,17,13,4
NZ_CP109951.1,6,7,5,2
NZ_CP037994.1,1,0,0,0
NZ_CP039961.1,7,7,6,1
NZ_CP039962.1,4,4,4,0
NZ_CP117571.1,28,26,12,14
NZ_CP117572.1,1,1,1,0
NZ_CP018674.1,7,7,5,2
NZ_CP018675.1,21,18,13,5
NZ_CP129138.1,2,1,0,1
NZ_CP129139.1,2,1,0,1
NZ_CP129140.1,2,1,1,0
NZ_CP129141.1,1,1,1,0
NZ_CP042384.1,11,5,1,4
NZ_CP042385.1,2,2,1,1
NZ_CP042386.1,2,1,1,0
NZ_CP033739.1,4,6,4,2
NZ_CP033741.1,2,4,1,3
NZ_CP048822.1,13,15,11,4
NZ_CP048823.1,9,11,9,2
NZ_CP048824.1,2,2,2,0
NZ_CP048825.1,10,9,7,2
NZ_CP048826.1,1,1,1,0
NZ_CP059380.1,19,31,19,12
NZ_AP025694.1,2,2,2,0
NZ_CP066757.1,2,8,2,6
NZ_CP101859.1,8,19,16,3
NZ_CP101860.1,4,5,4,1
NZ_CP101861.1,1,1,1,0
NZ_CP101173.1,7,8,5,3
NZ_CP098127.1,12,17,10,7
NZ_CP098129.1,12,19,9,10
NZ_CP098130.1,6,6,5,1
NZ_CP011053.1,10,24,13,11
NZ_CP011054.1,5,4,4,0
NZ_AP025552.1,13,13,12,1
NZ_AP017937.1,4,5,2,3
NZ_CP031722.1,2,2,1,1
NZ_CP031723.1,7,10,7,3
NZ_CP031725.1,5,4,4,0
NZ_CP031724.1,24,22,15,7
NZ_CP088289.1,68,67,31,36
NZ_CP088290.1,36,46,21,25
NZ_CP088291.1,29,47,24,23
NZ_CP010168.1,6,8,7,1
NZ_CP108576.1,2,3,2,1
NC_017627.1,13,22,13,9
NC_007274.1,12,29,11,18
NC_007275.1,2,1,1,0
NZ_CP039835.1,7,9,4,5
NZ_CP051397.1,14,14,11,3
NZ_CP060826.1,2,1,1,0
NZ_CP084523.1,1,1,1,0
NZ_CP107433.1,21,18,16,2
NZ_CP107434.1,10,13,10,3
NZ_CP110137.1,10,3,0,3
NZ_CP110138.1,2,1,1,0
NZ_CP091559.1,23,21,15,6
NZ_CP054704.1,1,1,1,0
NZ_CP033111.1,9,7,3,4
NZ_CP144140.1,10,9,8,1
NZ_CP144139.1,10,7,7,0
NZ_CP039596.1,3,3,2,1
NZ_CP062775.1,5,7,3,4
NZ_CP023978.1,39,44,27,17
NZ_CP023980.1,2,1,1,0
NZ_CP023984.1,1,1,0,1
NZ_CP023985.1,5,4,2,2
NZ_CP082281.1,19,22,17,5
NZ_CP082282.1,2,6,1,5
NZ_CP092674.1,5,7,2,5
NZ_CP092675.1,2,2,0,2
NZ_CP075483.1,6,6,5,1
NZ_CP075485.1,22,31,16,15
NZ_CP027137.1,2,2,1,1
NZ_CP027138.1,6,5,3,2
NZ_CP027135.1,9,10,6,4
NZ_CP111118.1,1,1,1,0
NZ_CP111119.1,1,1,1,0
NZ_CP082012.1,19,20,18,2
NZ_AP022079.1,22,23,15,8
NZ_AP022080.1,10,8,8,0
NZ_AP022081.1,4,3,1,2
NZ_CP054409.1,4,4,4,0
NZ_CP077726.1,3,0,0,0
NZ_CP139708.1,7,7,3,4
NZ_CP139709.1,17,22,11,11
NZ_CP139710.1,28,19,12,7
NZ_CP139711.1,17,13,8,5
NZ_CP139712.1,5,5,4,1
NZ_CP139713.1,4,4,2,2
NZ_CP139714.1,4,2,2,0
NZ_CP020532.1,13,9,7,2
NZ_CP097368.1,17,19,14,5
NZ_CP121487.1,1,1,0,1
NZ_CP121488.1,1,1,1,0
NZ_CP081930.1,1,1,1,0
NZ_OW849156.1,4,4,3,1
NZ_OW849157.1,1,5,0,5
NZ_CP102144.1,1,1,1,0
NZ_CP123238.1,13,12,8,4
NZ_CP123239.1,6,4,3,1
NZ_CP137341.1,21,25,19,6
NZ_CP137342.1,16,15,12,3
NZ_CP009905.1,4,10,1,9
NZ_CP009904.1,8,8,4,4
NZ_CP009903.1,2,1,0,1
NZ_CP068417.1,8,5,3,2
NZ_CP037823.1,2,2,0,2
NZ_CP100314.1,7,12,9,3
NZ_CP100313.1,11,5,4,1
NZ_CP089297.1,2,13,3,10
NZ_CP089298.1,4,6,2,4
NZ_CP089299.1,2,2,0,2
NZ_CP094951.1,10,9,4,5
NZ_CP057244.1,12,11,3,8
NZ_CP057245.1,13,12,5,7
NZ_CP090916.1,6,8,5,3
NZ_CP090917.1,1,1,1,0
NZ_CP101765.1,31,42,29,13
NZ_CP101766.1,11,10,9,1
NZ_CP101767.1,6,8,5,3
NZ_CP020546.1,9,14,9,5
NZ_CP020547.1,12,14,10,4
NZ_CP121663.1,25,28,20,8
NZ_CP121664.1,32,32,18,14
NZ_CP121665.1,7,4,1,3
NC_007607.1,24,57,27,30
NC_009344.1,2,1,0,1
NZ_CP011156.1,17,18,12,6
NZ_CP011157.1,3,2,2,0
NZ_CP109805.1,5,5,5,0
NZ_CP087801.1,2,1,1,0
NZ_CP101468.1,19,21,10,11
NZ_CP101469.1,2,0,0,0
NZ_CP101470.1,1,1,1,0
NZ_AP024325.1,5,4,3,1
NZ_AP024326.1,24,43,22,21
NZ_AP024327.1,1,2,2,0
NZ_AP024328.1,6,11,3,8
NZ_CP012668.1,12,13,10,3
NZ_CP058324.1,2,2,1,1
NZ_CP117046.1,27,23,19,4
NZ_CP064396.1,7,9,7,2
NZ_CP073765.1,33,23,16,7
NZ_CP092513.1,22,24,19,5
NZ_CP092514.1,14,14,9,5
NZ_CP092516.1,4,6,3,3
NZ_CP092515.1,4,4,3,1
NZ_CP100444.1,10,17,10,7
NZ_CP040909.1,1,0,0,0
NZ_CP049170.1,4,9,7,2
NZ_CP058858.1,8,9,7,2
NZ_CP015323.1,3,2,2,0
NZ_CP015324.1,5,10,9,1
NZ_CP015325.1,1,2,1,1
NZ_CP015326.1,1,0,0,0
NZ_CP015327.1,6,12,4,8
NZ_CP015329.1,1,1,1,0
NZ_CP065606.1,5,6,2,4
NZ_CP050037.1,11,13,8,5
NZ_CP050038.1,1,0,0,0
NZ_CP020115.1,8,6,5,1
NZ_CP056884.1,15,19,16,3
NZ_CP056885.1,10,10,8,2
NZ_CP036321.1,14,18,11,7
NZ_CP089208.1,28,25,22,3
NZ_CP098744.1,10,10,10,0
NZ_CP098745.1,1,0,0,0
NZ_CP098746.1,1,0,0,0
NZ_CP045390.1,6,6,4,2
NZ_CP045391.1,1,1,1,0
NZ_CP025455.1,4,3,1,2
NZ_CP099713.1,2,3,3,0
NZ_CP099714.1,5,4,4,0
NZ_CP099715.1,4,3,2,1
NZ_CP099716.1,12,14,11,3
NZ_CP119218.1,14,26,20,6
NZ_CP020881.1,1,0,0,0
NZ_CP086855.1,27,22,10,12
NZ_CP086856.1,11,14,10,4
NZ_CP086858.1,3,4,2,2
NZ_CP086859.1,1,1,1,0
NZ_CP086860.1,2,1,0,1
NZ_CP086861.1,1,0,0,0
NZ_CP065696.1,3,5,0,5
NZ_CP065697.1,8,6,1,5
NZ_CP009039.1,8,11,3,8
NZ_LR890255.1,12,13,10,3
NZ_LR890256.1,11,8,7,1
NZ_LR890258.1,3,3,2,1
NZ_LR890259.1,4,4,4,0
NZ_CP044435.1,4,7,3,4
NZ_CP099317.1,2,4,1,3
NZ_CP049176.1,1,2,1,1
NZ_CP081315.1,21,14,13,1
NZ_CP081316.1,9,5,1,4
NZ_CP081318.1,3,2,2,0
NZ_OW970493.1,15,11,6,5
NZ_OW970494.1,14,14,10,4
NZ_OW970495.1,4,4,4,0
NZ_OW970496.1,1,1,1,0
NZ_OW970497.1,1,0,0,0
NZ_CP083394.1,9,5,3,2
NZ_CP066905.1,23,29,20,9
NZ_CP066906.1,10,11,9,2
NZ_CP066907.1,7,9,6,3
NZ_CP079684.1,16,15,11,4
NZ_CP079685.1,9,7,5,2
NZ_CP116694.1,1,0,0,0
NZ_CP116695.1,2,1,1,0
NZ_CP078082.1,9,6,5,1
NZ_CP078083.1,3,4,1,3
NC_017647.1,6,10,7,3
NZ_CP037863.1,6,2,2,0
NZ_CP100099.1,20,23,16,7
NZ_CP100100.1,5,6,5,1
NZ_CP100101.1,7,9,6,3
NZ_CP083889.1,13,23,11,12
NZ_CP083890.1,7,4,2,2
NZ_CP032156.1,2,2,1,1
NZ_CP034724.1,4,5,4,1
NZ_CP087378.1,16,19,13,6
NZ_CP016446.1,3,2,2,0
NZ_CP012100.1,13,13,9,4
NZ_CP012101.1,24,37,25,12
NZ_CP012102.1,4,4,4,0
NZ_CP012103.1,2,1,1,0
NZ_CP012108.1,1,0,0,0
NZ_CP086817.1,4,3,1,2
NZ_CP086818.1,12,15,9,6
NZ_CP086819.1,2,1,0,1
NZ_CP086820.1,26,22,10,12
NZ_CP086822.1,1,1,1,0
NZ_CP086823.1,2,0,0,0
NZ_CP106930.1,8,15,8,7
NZ_CP073370.1,3,6,1,5
NZ_CP073367.1,7,6,5,1
NZ_CP073372.1,3,4,3,1
NZ_CP073371.1,36,46,29,17
NZ_CP073369.1,2,1,0,1
NZ_CP073368.1,20,31,21,10
NZ_CP125884.1,8,8,7,1
NZ_CP061673.1,11,20,14,6
NZ_CP061674.1,6,12,7,5
NZ_CP054028.1,8,12,4,8
NZ_CP054029.1,2,5,1,4
NZ_CP054030.1,16,17,8,9
NZ_CP025147.1,17,10,8,2
NZ_CP025148.1,15,17,11,6
NZ_CP132280.1,11,12,7,5
NZ_CP132281.1,11,6,6,0
NZ_CP132282.1,24,21,20,1
NZ_CP132283.1,15,11,9,2
NZ_CP132284.1,3,4,4,0
NZ_CP132286.1,8,5,3,2
NZ_CP132287.1,1,0,0,0
NZ_LN831789.1,3,8,4,4
NZ_CP031960.1,1,0,0,0
NZ_CP077367.1,4,3,1,2
NZ_CP077368.1,1,2,1,1
NZ_CP046417.1,13,20,12,8
NZ_CP046418.1,2,2,2,0
NZ_CP047998.1,5,9,5,4
NZ_CP047999.1,4,3,2,1
NZ_CP042245.1,16,22,11,11
NZ_CP024246.1,1,7,3,4
NZ_CP024247.1,1,4,3,1
NZ_CP024248.1,28,30,8,22
NZ_CP036116.1,4,4,1,3
NZ_CP036118.1,12,17,13,4
NZ_CP036119.1,16,27,21,6
NZ_CP139484.1,19,20,15,5
NZ_CP076808.1,12,15,10,5
NZ_CP076809.1,1,1,0,1
NZ_CP076811.1,2,2,0,2
NZ_CP039991.1,11,11,5,6
NZ_CP028679.1,5,7,4,3
NZ_CP015833.1,7,6,3,3
NZ_CP072747.1,11,16,8,8
NZ_CP019241.1,2,4,2,2
NZ_CP019242.1,4,4,1,3
NZ_CP119009.1,1,0,0,0
NZ_AP027374.1,4,10,5,5
NZ_AP027376.1,1,2,1,1
NC_003296.1,40,44,34,10
NZ_CP012563.1,1,0,0,0
NZ_CP012564.1,7,7,5,2
NZ_CP012566.1,15,14,9,5
NZ_CP012567.1,17,20,15,5
NZ_CP124074.1,1,0,0,0
NZ_CP096588.1,23,22,15,7
NZ_CP096589.1,11,13,10,3
NZ_CP104644.1,4,5,3,2
NZ_CP017929.1,9,5,4,1
NZ_CP017930.1,16,20,12,8
NZ_CP017933.1,1,0,0,0
NZ_CP017932.1,4,4,4,0
NZ_AP019795.1,12,8,4,4
NZ_CP143588.1,4,4,3,1
NZ_CP019166.1,5,2,1,1
NZ_CP026701.1,3,3,2,1
NZ_CP024132.1,1,1,1,0
NZ_CP024133.1,24,29,19,10
NZ_CP014849.1,1,2,0,2
NZ_CP014851.1,11,7,7,0
NZ_CP014852.1,8,8,4,4
NZ_CP014853.1,22,16,13,3
NZ_CP110653.1,1,4,0,4
NZ_CP116509.1,6,6,6,0
NZ_CP071243.1,6,5,4,1
NZ_CP063230.1,2,4,3,1
NZ_CP116192.1,15,19,14,5
NZ_CP047556.1,15,18,12,6
NZ_CP035195.1,2,1,1,0
NZ_CP012059.1,9,13,10,3
NZ_CP012058.1,5,7,4,3
NZ_CP095103.1,9,10,9,1
NZ_CP116429.1,4,3,3,0
NZ_CP080768.1,3,3,1,2
NZ_CP080769.1,22,23,10,13
NZ_CP041589.1,1,0,0,0
NZ_CP041590.1,11,12,10,2
NZ_CP014925.1,4,3,2,1
NZ_CP014926.1,4,4,3,1
NZ_CP014927.1,10,9,2,7
NZ_CP014928.1,2,0,0,0
NZ_CP014929.1,5,7,5,2
NZ_CP014930.1,1,0,0,0
NZ_CP014932.1,13,11,8,3
NZ_CP021525.1,18,29,20,9
NZ_CP021526.1,2,4,2,2
NZ_CP133180.1,11,11,8,3
NZ_CP081193.1,17,13,10,3
NZ_CP081194.1,4,9,2,7
